"","X","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","ref"
"1",2,"2012-10-30","19:00","Regular","CLE","WAS","Home",21,19,"Tony Brothers"
"2",4,"2012-10-30","20:00","Regular","MIA","BOS","Home",20,23,"Monty McCutchen"
"3",6,"2012-10-30","22:30","Regular","LAL","DAL","Home",21,25,"Scott Foster"
"4",8,"2012-10-31","19:00","Regular","PHI","DEN","Home",14,22,"Bennett Salvatore"
"5",10,"2012-10-31","19:00","Regular","TOR","IND","Home",18,16,"Bill Spooner"
"6",12,"2012-10-31","19:30","Regular","DET","HOU","Home",15,24,"Courtney Kirkland"
"7",14,"2012-10-31","20:00","Regular","CHI","SAC","Home",19,29,"David Jones"
"8",16,"2012-10-31","20:00","Regular","NO","SA","Home",20,21,"Pat Fraher"
"9",18,"2012-10-31","21:00","Regular","UTA","DAL","Home",25,32,"Rodney Mott"
"10",20,"2012-10-31","22:00","Regular","PHO","GS","Home",23,20,"Bennie Adams"
"11",22,"2012-10-31","22:30","Regular","LAC","MEM","Home",27,25,"Scott Foster"
"12",24,"2012-10-31","22:30","Regular","POR","LAL","Home",20,29,"Leon Wood"
"13",26,"2012-11-01","21:30","Regular","SA","OKC","Home",21,20,"Dan Crawford"
"14",28,"2012-11-02","19:00","Regular","ORL","DEN","Home",24,17,"Marc Davis"
"15",30,"2012-11-02","19:00","Regular","CHA","IND","Home",23,16,"Leroy Richardson"
"16",32,"2012-11-02","19:30","Regular","BOS","MIL","Home",18,17,"David Jones"
"17",34,"2012-11-02","19:30","Regular","CLE","CHI","Home",25,21,"Courtney Kirkland"
"18",36,"2012-11-02","19:30","Regular","ATL","HOU","Home",26,18,"Ed Malloy"
"19",38,"2012-11-02","20:00","Regular","NY","MIA","Home",22,18,"Michael Smith"
"20",40,"2012-11-02","20:00","Regular","NO","UTA","Home",16,21,"Scott Wall"
"21",42,"2012-11-02","20:00","Regular","MIN","SAC","Home",17,34,"Sean Corbin"
"22",44,"2012-11-02","20:00","Regular","OKC","POR","Home",22,25,"Pat Fraher"
"23",46,"2012-11-02","22:00","Regular","PHO","DET","Home",20,19,"Scott Foster"
"24",48,"2012-11-02","22:30","Regular","LAL","LAC","Home",23,26,"Bennie Adams"
"25",50,"2012-11-02","22:30","Regular","GS","MEM","Home",24,22,"Ken Mauer"
"26",52,"2012-11-03","19:00","Regular","WAS","BOS","Home",14,12,"Joe Crawford"
"27",54,"2012-11-03","19:00","Regular","IND","SAC","Home",19,26,"Courtney Kirkland"
"28",56,"2012-11-03","19:30","Regular","MIA","DEN","Home",16,21,"Leroy Richardson"
"29",58,"2012-11-03","19:30","Regular","BKN","TOR","Home",19,31,"Gary Zielinski"
"30",60,"2012-11-03","20:00","Regular","CHI","NO","Home",20,21,"Tom Washington"
"31",62,"2012-11-03","20:00","Regular","HOU","POR","Home",16,18,"Dan Crawford"
"32",64,"2012-11-03","20:30","Regular","DAL","CHA","Home",23,14,"Tony Brothers"
"33",66,"2012-11-03","20:30","Regular","MIL","CLE","Home",18,21,"Kevin Fehr"
"34",68,"2012-11-03","20:30","Regular","SA","UTA","Home",18,22,"Zach Zarba"
"35",70,"2012-11-03","22:30","Regular","LAC","GS","Home",31,34,"Rodney Mott"
"36",72,"2012-11-04","12:00","Regular","NY","PHI","Home",10,18,"Sean Corbin"
"37",74,"2012-11-04","18:00","Regular","ORL","PHO","Home",17,17,"Ron Garretson"
"38",76,"2012-11-04","18:00","Regular","TOR","MIN","Home",24,17,"Pat Fraher"
"39",78,"2012-11-04","19:00","Regular","OKC","ATL","Home",21,20,"Scott Wall"
"40",80,"2012-11-04","21:30","Regular","LAL","DET","Home",20,20,"Ken Mauer"
"41",82,"2012-11-05","19:00","Regular","PHI","NY","Home",19,17,"Courtney Kirkland"
"42",84,"2012-11-05","19:30","Regular","MIA","PHO","Home",22,19,"Zach Zarba"
"43",86,"2012-11-05","19:30","Regular","BKN","MIN","Home",17,18,"Bennie Adams"
"44",88,"2012-11-05","20:00","Regular","MEM","UTA","Home",17,22,"Bill Kennedy"
"45",90,"2012-11-05","20:30","Regular","SA","IND","Home",17,17,"Tony Brothers"
"46",92,"2012-11-05","20:30","Regular","DAL","POR","Home",15,13,"Joe Crawford"
"47",94,"2012-11-05","22:00","Regular","SAC","GS","Home",25,17,"Michael Smith"
"48",96,"2012-11-05","22:30","Regular","LAC","CLE","Home",24,18,"David Jones"
"49",98,"2012-11-06","20:00","Regular","CHI","ORL","Home",12,22,"Pat Fraher"
"50",100,"2012-11-06","20:00","Regular","OKC","TOR","Home",22,24,"Ron Garretson"
"51",102,"2012-11-06","21:00","Regular","DEN","DET","Home",21,19,"Violet Palmer"
"52",104,"2012-11-07","19:00","Regular","CHA","PHO","Home",20,24,"Leon Wood"
"53",106,"2012-11-07","19:30","Regular","MIA","BKN","Home",18,15,"Mike Callahan"
"54",108,"2012-11-07","19:30","Regular","ATL","IND","Home",15,14,"Ken Mauer"
"55",110,"2012-11-07","19:30","Regular","BOS","WAS","Home",17,27,"Bennie Adams"
"56",112,"2012-11-07","20:00","Regular","NO","PHI","Home",12,16,"Leroy Richardson"
"57",114,"2012-11-07","20:00","Regular","MIL","MEM","Home",18,20,"Gary Zielinski"
"58",116,"2012-11-07","20:00","Regular","MIN","ORL","Home",18,22,"Bill Kennedy"
"59",118,"2012-11-07","20:00","Regular","HOU","DEN","Home",22,16,"Joe Crawford"
"60",120,"2012-11-07","20:30","Regular","DAL","TOR","Home",23,28,"Rodney Mott"
"61",122,"2012-11-07","21:00","Regular","UTA","LAL","Home",30,14,"Ed Malloy"
"62",124,"2012-11-07","22:00","Regular","SAC","DET","Home",21,20,"David Jones"
"63",126,"2012-11-07","22:30","Regular","GS","CLE","Home",22,26,"Tom Washington"
"64",128,"2012-11-07","22:30","Regular","LAC","SA","Home",19,11,"Michael Smith"
"65",130,"2012-11-08","20:00","Regular","CHI","OKC","Home",19,19,"Sean Corbin"
"66",132,"2012-11-08","22:30","Regular","POR","LAC","Home",22,22,"Tom Washington"
"67",134,"2012-11-09","19:00","Regular","WAS","MIL","Home",24,21,"Leon Wood"
"68",136,"2012-11-09","19:00","Regular","ORL","BKN","Home",22,13,"Leroy Richardson"
"69",138,"2012-11-09","19:30","Regular","BOS","PHI","Home",19,22,"Rodney Mott"
"70",140,"2012-11-09","19:30","Regular","ATL","MIA","Home",16,22,"Joe Crawford"
"71",142,"2012-11-09","19:30","Regular","NY","DAL","Home",21,28,"Zach Zarba"
"72",144,"2012-11-09","20:00","Regular","NO","CHA","Home",15,17,"Violet Palmer"
"73",146,"2012-11-09","20:00","Regular","MIN","IND","Home",16,21,"Scott Foster"
"74",148,"2012-11-09","20:00","Regular","OKC","DET","Home",25,19,"Kane Fitzgerald"
"75",150,"2012-11-09","20:00","Regular","MEM","HOU","Home",16,17,"Bennie Adams"
"76",152,"2012-11-09","21:00","Regular","PHO","CLE","Home",19,25,"Michael Smith"
"77",154,"2012-11-09","22:00","Regular","SAC","SA","Home",18,19,"Ed Malloy"
"78",156,"2012-11-09","22:30","Regular","DEN","UTA","Home",17,21,"Courtney Kirkland"
"79",158,"2012-11-09","22:30","Regular","LAL","GS","Home",14,25,"David Jones"
"80",160,"2012-11-10","19:00","Regular","TOR","PHI","Home",21,19,"Sean Corbin"
"81",162,"2012-11-10","19:00","Regular","IND","WAS","Home",12,21,"Rodney Mott"
"82",164,"2012-11-10","19:30","Regular","CHA","DAL","Home",24,24,"Ken Mauer"
"83",166,"2012-11-10","20:00","Regular","HOU","DET","Home",17,16,"Leroy Richardson"
"84",168,"2012-11-10","20:00","Regular","CHI","MIN","Home",19,20,"Tony Brothers"
"85",170,"2012-11-10","20:30","Regular","MIL","BOS","Home",25,22,"Scott Foster"
"86",172,"2012-11-10","21:00","Regular","UTA","PHO","Home",18,25,"Tom Washington"
"87",174,"2012-11-10","22:00","Regular","POR","SA","Home",23,20,"Ron Garretson"
"88",176,"2012-11-10","22:30","Regular","GS","DEN","Home",26,21,"Matt Boland"
"89",178,"2012-11-11","15:00","Regular","BKN","ORL","Home",17,22,"Monty McCutchen"
"90",180,"2012-11-11","15:30","Regular","LAC","ATL","Home",22,12,"Gary Zielinski"
"91",182,"2012-11-11","18:00","Regular","MEM","MIA","Home",22,16,"Kane Fitzgerald"
"92",184,"2012-11-11","19:00","Regular","OKC","CLE","Home",22,19,"Bennie Adams"
"93",186,"2012-11-11","21:30","Regular","LAL","SAC","Home",13,24,"Courtney Kirkland"
"94",188,"2012-11-12","19:00","Regular","PHI","MIL","Home",14,19,"Michael Smith"
"95",190,"2012-11-12","19:00","Regular","TOR","UTA","Home",31,26,"Scott Foster"
"96",192,"2012-11-12","19:30","Regular","DET","OKC","Home",28,20,"Rodney Mott"
"97",194,"2012-11-12","20:00","Regular","CHI","BOS","Home",15,24,"Joe Crawford"
"98",196,"2012-11-12","20:00","Regular","HOU","MIA","Home",20,24,"Tom Washington"
"99",198,"2012-11-12","20:30","Regular","DAL","MIN","Home",20,22,"Leroy Richardson"
"100",200,"2012-11-12","21:00","Regular","PHO","DEN","Home",19,21,"Gary Zielinski"
"101",202,"2012-11-12","22:00","Regular","POR","ATL","Home",19,22,"Courtney Kirkland"
"102",204,"2012-11-13","19:00","Regular","ORL","NY","Home",9,14,"Tony Brothers"
"103",206,"2012-11-13","19:00","Regular","IND","TOR","Home",16,23,"Pat Fraher"
"104",208,"2012-11-13","19:00","Regular","CHA","WAS","Home",20,24,"Scott Wall"
"105",210,"2012-11-13","19:30","Regular","BKN","CLE","Home",23,26,"Ed Malloy"
"106",212,"2012-11-13","22:00","Regular","SAC","POR","Home",20,18,"Bennie Adams"
"107",214,"2012-11-13","22:30","Regular","LAL","SA","Home",14,17,"Sean Corbin"
"108",216,"2012-11-14","19:00","Regular","PHI","DET","Home",21,25,"Ed Malloy"
"109",218,"2012-11-14","19:30","Regular","BOS","UTA","Home",17,19,"Mike Callahan"
"110",220,"2012-11-14","20:00","Regular","MIN","CHA","Home",14,26,"Michael Smith"
"111",222,"2012-11-14","20:00","Regular","OKC","MEM","Home",19,23,"Ken Mauer"
"112",224,"2012-11-14","20:00","Regular","HOU","NO","Home",17,16,"David Jones"
"113",226,"2012-11-14","20:00","Regular","MIL","IND","Home",22,18,"Tony Brown"
"114",228,"2012-11-14","20:30","Regular","DAL","WAS","Home",15,24,"Tom Washington"
"115",230,"2012-11-14","21:00","Regular","PHO","CHI","Home",27,21,"Leon Wood"
"116",232,"2012-11-14","22:30","Regular","GS","ATL","Home",22,18,"Derrick Stafford"
"117",234,"2012-11-14","22:30","Regular","LAC","MIA","Home",25,25,"Bennie Adams"
"118",236,"2012-11-15","20:00","Regular","BKN","BOS","Home",18,24,"Tony Brothers"
"119",238,"2012-11-15","20:30","Regular","SA","NY","Home",20,19,"Jason Phillips"
"120",240,"2012-11-15","22:30","Regular","DEN","MIA","Home",20,14,"Pat Fraher"
"121",242,"2012-11-16","19:00","Regular","PHI","UTA","Home",19,15,"David Jones"
"122",244,"2012-11-16","19:00","Regular","DET","ORL","Home",18,17,"Leroy Richardson"
"123",246,"2012-11-16","19:00","Regular","IND","DAL","Home",15,23,"Scott Foster"
"124",248,"2012-11-16","20:00","Regular","NO","OKC","Home",20,24,"Leon Wood"
"125",250,"2012-11-16","20:00","Regular","MIN","GS","Home",23,26,"Gary Zielinski"
"126",252,"2012-11-16","21:30","Regular","MEM","NY","Home",24,26,"Ed Malloy"
"127",254,"2012-11-16","22:00","Regular","SAC","ATL","Home",22,14,"Rodney Mott"
"128",256,"2012-11-16","22:00","Regular","POR","HOU","Home",24,29,"Derrick Stafford"
"129",258,"2012-11-16","22:30","Regular","LAL","PHO","Home",15,25,"Dan Crawford"
"130",260,"2012-11-17","12:30","Regular","BOS","TOR","Home",23,23,"Courtney Kirkland"
"131",262,"2012-11-17","15:30","Regular","LAC","CHI","Home",20,20,"Ron Garretson"
"132",264,"2012-11-17","19:00","Regular","WAS","UTA","Home",20,13,"Ken Mauer"
"133",266,"2012-11-17","19:30","Regular","CHA","MEM","Home",25,23,"Marc Davis"
"134",268,"2012-11-17","19:30","Regular","CLE","DAL","Home",15,19,"Kevin Fehr"
"135",270,"2012-11-17","20:30","Regular","MIL","NO","Home",18,26,"Tom Washington"
"136",272,"2012-11-17","20:30","Regular","SA","DEN","Home",21,19,"Bennie Adams"
"137",274,"2012-11-17","21:00","Regular","PHO","MIA","Home",18,21,"Monty McCutchen"
"138",276,"2012-11-18","12:00","Regular","NY","IND","Home",15,18,"David Jones"
"139",278,"2012-11-18","13:00","Regular","TOR","ORL","Home",21,22,"Michael Smith"
"140",280,"2012-11-18","18:00","Regular","PHI","CLE","Home",15,16,"Bennett Salvatore"
"141",282,"2012-11-18","18:00","Regular","SAC","BKN","Home",24,18,"Derrick Stafford"
"142",284,"2012-11-18","19:00","Regular","OKC","GS","Home",16,18,"Leroy Richardson"
"143",286,"2012-11-18","19:30","Regular","DET","BOS","Home",22,21,"Scott Foster"
"144",288,"2012-11-18","21:00","Regular","POR","CHI","Home",17,20,"Rodney Mott"
"145",290,"2012-11-18","21:30","Regular","LAL","HOU","Home",15,22,"Zach Zarba"
"146",292,"2012-11-19","19:00","Regular","CHA","MIL","Home",14,27,"Jason Phillips"
"147",294,"2012-11-19","19:00","Regular","WAS","IND","Home",27,27,"Kevin Fehr"
"148",296,"2012-11-19","19:30","Regular","ATL","ORL","Home",18,19,"Leon Wood"
"149",298,"2012-11-19","20:00","Regular","MEM","DEN","Home",20,15,"Tony Brothers"
"150",300,"2012-11-19","20:30","Regular","SA","LAC","Home",19,20,"Leroy Richardson"
"151",302,"2012-11-19","20:30","Regular","DAL","GS","Home",22,24,"Bennie Adams"
"152",304,"2012-11-19","21:00","Regular","UTA","HOU","Home",23,22,"Monty McCutchen"
"153",306,"2012-11-20","19:00","Regular","PHI","TOR","Home",23,20,"Joe Crawford"
"154",308,"2012-11-20","20:00","Regular","NO","NY","Home",21,20,"Scott Foster"
"155",310,"2012-11-20","22:30","Regular","LAL","BKN","Home",18,26,"Rodney Mott"
"156",312,"2012-11-21","19:00","Regular","CLE","PHI","Home",14,16,"Derrick Stafford"
"157",314,"2012-11-21","19:00","Regular","IND","NO","Home",24,26,"Leroy Richardson"
"158",316,"2012-11-21","19:00","Regular","ORL","DET","Home",23,16,"Scott Wall"
"159",318,"2012-11-21","19:00","Regular","CHA","TOR","Home",21,25,"Ed Malloy"
"160",320,"2012-11-21","19:30","Regular","MIA","MIL","Home",13,21,"Courtney Kirkland"
"161",322,"2012-11-21","19:30","Regular","OKC","LAC","Home",24,27,"Kevin Fehr"
"162",324,"2012-11-21","19:30","Regular","BOS","SA","Home",18,17,"David Jones"
"163",326,"2012-11-21","19:30","Regular","ATL","WAS","Home",25,27,"Jason Phillips"
"164",328,"2012-11-21","20:00","Regular","HOU","CHI","Home",18,22,"Scott Foster"
"165",330,"2012-11-21","20:00","Regular","MIN","DEN","Home",21,24,"Dan Crawford"
"166",332,"2012-11-21","20:30","Regular","DAL","NY","Home",18,17,"Tony Brothers"
"167",334,"2012-11-21","21:00","Regular","PHO","POR","Home",18,21,"Bill Kennedy"
"168",336,"2012-11-21","22:00","Regular","SAC","LAL","Home",27,22,"Sean Wright"
"169",338,"2012-11-21","22:30","Regular","GS","BKN","Home",17,16,"Monty McCutchen"
"170",340,"2012-11-23","19:00","Regular","ORL","CLE","Home",30,24,"Scott Foster"
"171",342,"2012-11-23","19:00","Regular","CHA","ATL","Home",15,18,"David Jones"
"172",344,"2012-11-23","19:30","Regular","BKN","LAC","Home",22,22,"Ron Garretson"
"173",346,"2012-11-23","19:30","Regular","DET","TOR","Home",22,23,"Ken Mauer"
"174",348,"2012-11-23","19:30","Regular","BOS","OKC","Home",23,23,"Derrick Stafford"
"175",350,"2012-11-23","20:00","Regular","HOU","NY","Home",17,21,"Courtney Kirkland"
"176",352,"2012-11-23","20:00","Regular","MEM","LAL","Home",26,28,"Michael Smith"
"177",354,"2012-11-23","20:00","Regular","IND","SA","Home",23,21,"Dan Crawford"
"178",356,"2012-11-23","21:00","Regular","PHO","NO","Home",19,24,"Tony Brothers"
"179",358,"2012-11-23","21:00","Regular","UTA","SAC","Home",22,23,"Leon Wood"
"180",360,"2012-11-23","21:00","Regular","DEN","GS","Home",18,30,"Gary Zielinski"
"181",362,"2012-11-23","22:00","Regular","POR","MIN","Home",26,21,"Joe Crawford"
"182",364,"2012-11-24","19:00","Regular","WAS","CHA","Home",28,33,"Scott Foster"
"183",366,"2012-11-24","19:00","Regular","ATL","LAC","Home",18,22,"Pat Fraher"
"184",368,"2012-11-24","19:00","Regular","PHI","OKC","Home",28,20,"Scott Wall"
"185",370,"2012-11-24","19:30","Regular","MIA","CLE","Home",25,29,"Rodney Mott"
"186",372,"2012-11-24","20:30","Regular","DAL","LAL","Home",28,23,"Mike Callahan"
"187",374,"2012-11-24","21:00","Regular","MIL","CHI","Home",20,18,"Ed Malloy"
"188",376,"2012-11-24","22:00","Regular","SAC","UTA","Home",20,26,"Gary Zielinski"
"189",378,"2012-11-24","22:30","Regular","GS","MIN","Home",25,24,"Leon Wood"
"190",380,"2012-11-25","13:00","Regular","NY","DET","Home",19,22,"Dan Crawford"
"191",382,"2012-11-25","13:00","Regular","TOR","SA","Home",25,18,"Leroy Richardson"
"192",384,"2012-11-25","15:00","Regular","BKN","POR","Home",11,19,"David Jones"
"193",386,"2012-11-25","18:00","Regular","ORL","BOS","Home",19,22,"Michael Smith"
"194",388,"2012-11-25","18:00","Regular","PHI","PHO","Home",18,23,"Zach Zarba"
"195",390,"2012-11-25","20:00","Regular","DEN","NO","Home",20,18,"Joe Crawford"
"196",392,"2012-11-26","19:00","Regular","BKN","NY","Home",21,24,"Derrick Stafford"
"197",394,"2012-11-26","19:00","Regular","WAS","SA","Home",18,15,"Rodney Mott"
"198",396,"2012-11-26","19:30","Regular","DET","POR","Home",25,24,"Bennie Adams"
"199",398,"2012-11-26","20:00","Regular","OKC","CHA","Home",21,19,"Tom Washington"
"200",400,"2012-11-26","20:00","Regular","CHI","MIL","Home",21,17,"Kevin Fehr"
"201",402,"2012-11-26","20:00","Regular","MEM","CLE","Home",15,23,"Pat Fraher"
"202",404,"2012-11-26","21:00","Regular","UTA","DEN","Home",30,26,"Jason Phillips"
"203",406,"2012-11-26","22:30","Regular","LAC","NO","Home",26,19,"Marc Davis"
"204",408,"2012-11-27","19:00","Regular","PHI","DAL","Home",25,22,"Michael Smith"
"205",410,"2012-11-27","19:00","Regular","CLE","PHO","Home",21,19,"Leroy Richardson"
"206",412,"2012-11-27","20:00","Regular","HOU","TOR","Home",15,15,"Tony Brothers"
"207",414,"2012-11-27","22:00","Regular","SAC","MIN","Home",19,16,"Ron Garretson"
"208",416,"2012-11-27","22:30","Regular","LAL","IND","Home",25,32,"Joe Crawford"
"209",418,"2012-11-28","19:00","Regular","ORL","SA","Home",14,8,"Courtney Kirkland"
"210",420,"2012-11-28","19:00","Regular","WAS","POR","Home",19,20,"Derrick Stafford"
"211",422,"2012-11-28","19:30","Regular","ATL","CHA","Home",18,21,"Bennie Adams"
"212",424,"2012-11-28","19:30","Regular","BOS","BKN","Home",24,24,"Kevin Fehr"
"213",426,"2012-11-28","19:30","Regular","DET","PHO","Home",19,23,"David Jones"
"214",428,"2012-11-28","20:00","Regular","NO","UTA","Home",27,25,"Monty McCutchen"
"215",430,"2012-11-28","20:00","Regular","MIL","NY","Home",20,20,"Zach Zarba"
"216",432,"2012-11-28","20:00","Regular","CHI","DAL","Home",19,26,"Rodney Mott"
"217",434,"2012-11-28","20:00","Regular","MEM","TOR","Home",19,29,"Leon Wood"
"218",436,"2012-11-28","20:00","Regular","OKC","HOU","Home",22,16,"Marc Davis"
"219",438,"2012-11-28","22:30","Regular","LAC","MIN","Home",25,25,"Scott Wall"
"220",440,"2012-11-29","20:00","Regular","MIA","SA","Home",18,20,"Tony Brothers"
"221",442,"2012-11-29","22:30","Regular","GS","DEN","Home",22,16,"Ron Garretson"
"222",444,"2012-11-30","19:00","Regular","CHA","PHI","Home",10,18,"Rodney Mott"
"223",446,"2012-11-30","19:00","Regular","ORL","BKN","Home",19,17,"Zach Zarba"
"224",448,"2012-11-30","19:00","Regular","TOR","PHO","Home",20,20,"Mike Callahan"
"225",450,"2012-11-30","19:30","Regular","ATL","CLE","Home",18,25,"Scott Foster"
"226",452,"2012-11-30","19:30","Regular","BOS","POR","Home",27,19,"Leroy Richardson"
"227",454,"2012-11-30","19:30","Regular","NY","WAS","Home",20,14,"Kevin Fehr"
"228",456,"2012-11-30","20:00","Regular","MIN","MIL","Home",13,24,"David Jones"
"229",458,"2012-11-30","20:00","Regular","OKC","UTA","Home",19,21,"Bennie Adams"
"230",460,"2012-11-30","20:00","Regular","MEM","DET","Home",22,20,"Courtney Kirkland"
"231",462,"2012-11-30","22:00","Regular","SAC","IND","Home",19,19,"Scott Wall"
"232",464,"2012-11-30","22:30","Regular","LAL","DEN","Home",22,19,"Bill Kennedy"
"233",466,"2012-12-01","19:30","Regular","MIA","BKN","Home",25,21,"Scott Foster"
"234",468,"2012-12-01","19:30","Regular","CLE","POR","Home",21,21,"Leon Wood"
"235",470,"2012-12-01","20:00","Regular","CHI","PHI","Home",16,19,"Leroy Richardson"
"236",472,"2012-12-01","20:00","Regular","HOU","UTA","Home",17,22,"Ron Garretson"
"237",474,"2012-12-01","20:00","Regular","NO","OKC","Home",16,17,"Sean Corbin"
"238",476,"2012-12-01","20:30","Regular","MIL","BOS","Home",13,19,"Bennie Adams"
"239",478,"2012-12-01","20:30","Regular","SA","MEM","Home",22,24,"Dan Crawford"
"240",480,"2012-12-01","21:00","Regular","DAL","DET","Home",18,15,"Tom Washington"
"241",482,"2012-12-01","22:30","Regular","LAC","SAC","Home",15,19,"Bill Kennedy"
"242",484,"2012-12-01","22:30","Regular","GS","IND","Home",22,19,"Ken Mauer"
"243",486,"2012-12-02","12:00","Regular","NY","PHO","Home",13,23,"Courtney Kirkland"
"244",488,"2012-12-02","21:30","Regular","LAL","ORL","Home",16,28,"Scott Wall"
"245",490,"2012-12-03","19:00","Regular","CHA","POR","Home",19,20,"Tony Brothers"
"246",492,"2012-12-03","19:30","Regular","DET","CLE","Home",16,20,"Rodney Mott"
"247",494,"2012-12-03","20:00","Regular","NO","MIL","Home",23,16,"Ron Garretson"
"248",496,"2012-12-03","21:00","Regular","UTA","LAC","Home",26,14,"Kevin Fehr"
"249",498,"2012-12-03","21:00","Regular","DEN","TOR","Home",20,30,"Olandis Poole"
"250",500,"2012-12-03","22:30","Regular","GS","ORL","Home",20,19,"Bill Kennedy"
"251",502,"2012-12-04","19:00","Regular","WAS","MIA","Home",14,20,"Pat Fraher"
"252",504,"2012-12-04","19:00","Regular","PHI","MIN","Home",15,18,"Scott Foster"
"253",506,"2012-12-04","19:30","Regular","BKN","OKC","Home",25,19,"Ed Malloy"
"254",508,"2012-12-04","20:00","Regular","HOU","LAL","Home",28,25,"Joe Crawford"
"255",510,"2012-12-04","20:00","Regular","CHI","IND","Home",21,21,"Bennett Salvatore"
"256",512,"2012-12-04","20:00","Regular","MEM","PHO","Home",22,26,"Ron Garretson"
"257",514,"2012-12-05","19:00","Regular","CHA","NY","Home",14,18,"Monty McCutchen"
"258",516,"2012-12-05","19:00","Regular","IND","POR","Home",12,15,"Sean Corbin"
"259",518,"2012-12-05","19:30","Regular","ATL","DEN","Home",19,25,"Derrick Stafford"
"260",520,"2012-12-05","19:30","Regular","BOS","MIN","Home",24,19,"Courtney Kirkland"
"261",522,"2012-12-05","19:30","Regular","DET","GS","Home",26,22,"Scott Foster"
"262",524,"2012-12-05","20:00","Regular","CLE","CHI","Home",18,24,"Tom Washington"
"263",526,"2012-12-05","20:00","Regular","NO","LAL","Home",20,16,"David Jones"
"264",528,"2012-12-05","20:30","Regular","SA","MIL","Home",20,21,"Scott Wall"
"265",530,"2012-12-05","21:00","Regular","UTA","ORL","Home",16,20,"Gary Zielinski"
"266",532,"2012-12-05","22:00","Regular","SAC","TOR","Home",18,23,"Kevin Fehr"
"267",534,"2012-12-05","22:30","Regular","LAC","DAL","Home",17,18,"Dan Crawford"
"268",536,"2012-12-06","20:00","Regular","MIA","NY","Home",21,19,"Joe Crawford"
"269",538,"2012-12-06","22:30","Regular","PHO","DAL","Home",20,23,"Kevin Fehr"
"270",540,"2012-12-07","19:00","Regular","PHI","BOS","Home",26,23,"Tony Brothers"
"271",542,"2012-12-07","19:00","Regular","IND","DEN","Home",22,17,"Courtney Kirkland"
"272",544,"2012-12-07","19:30","Regular","DET","CHI","Home",19,20,"Jason Phillips"
"273",546,"2012-12-07","19:30","Regular","BKN","GS","Home",13,21,"Pat Fraher"
"274",548,"2012-12-07","19:30","Regular","ATL","WAS","Home",19,17,"Bennett Salvatore"
"275",550,"2012-12-07","20:00","Regular","MIN","CLE","Home",17,24,"Derrick Stafford"
"276",552,"2012-12-07","20:00","Regular","NO","MEM","Home",16,17,"Leroy Richardson"
"277",554,"2012-12-07","20:30","Regular","MIL","CHA","Home",17,23,"David Jones"
"278",556,"2012-12-07","20:30","Regular","SA","HOU","Home",10,14,"Ken Mauer"
"279",558,"2012-12-07","21:00","Regular","UTA","TOR","Home",26,28,"Bennie Adams"
"280",560,"2012-12-07","21:30","Regular","OKC","LAL","Home",24,23,"Sean Corbin"
"281",562,"2012-12-07","22:00","Regular","SAC","ORL","Home",19,24,"Tony Brown"
"282",564,"2012-12-08","15:30","Regular","LAC","PHO","Home",16,22,"Rodney Mott"
"283",566,"2012-12-08","19:00","Regular","CHA","SA","Home",16,22,"Joe Crawford"
"284",568,"2012-12-08","19:00","Regular","WAS","GS","Home",20,16,"Courtney Kirkland"
"285",570,"2012-12-08","19:30","Regular","BOS","PHI","Home",19,19,"Jason Phillips"
"286",572,"2012-12-08","19:30","Regular","MIA","NO","Home",18,23,"Bill Kennedy"
"287",574,"2012-12-08","19:30","Regular","CLE","DET","Home",27,22,"Pat Fraher"
"288",576,"2012-12-08","20:00","Regular","MEM","ATL","Home",19,16,"Scott Foster"
"289",578,"2012-12-08","20:00","Regular","CHI","NY","Home",20,17,"David Jones"
"290",580,"2012-12-08","20:00","Regular","HOU","DAL","Home",26,24,"Leroy Richardson"
"291",582,"2012-12-08","22:00","Regular","POR","SAC","Home",23,16,"Olandis Poole"
"292",584,"2012-12-09","15:30","Regular","LAC","TOR","Home",17,22,"Gary Zielinski"
"293",586,"2012-12-09","18:00","Regular","BKN","MIL","Home",20,19,"Tony Brothers"
"294",588,"2012-12-09","19:00","Regular","OKC","IND","Home",16,20,"Ken Mauer"
"295",590,"2012-12-09","19:30","Regular","NY","DEN","Home",22,22,"Michael Smith"
"296",592,"2012-12-09","20:00","Regular","PHO","ORL","Home",19,15,"Bennie Adams"
"297",594,"2012-12-09","21:30","Regular","LAL","UTA","Home",21,22,"Ron Garretson"
"298",596,"2012-12-10","19:00","Regular","PHI","DET","Home",25,20,"Leroy Richardson"
"299",598,"2012-12-10","19:00","Regular","CHA","GS","Home",20,26,"Scott Wall"
"300",600,"2012-12-10","19:30","Regular","MIA","ATL","Home",18,16,"Ed Malloy"
"301",602,"2012-12-10","20:00","Regular","HOU","SA","Home",21,22,"Pat Fraher"
"302",604,"2012-12-10","20:30","Regular","DAL","SAC","Home",14,16,"Monty McCutchen"
"303",606,"2012-12-10","22:00","Regular","POR","TOR","Home",18,20,"David Jones"
"304",608,"2012-12-11","19:00","Regular","BKN","NY","Home",21,21,"Bill Kennedy"
"305",610,"2012-12-11","19:00","Regular","CLE","LAL","Home",26,22,"Courtney Kirkland"
"306",612,"2012-12-11","19:30","Regular","DET","DEN","Home",28,19,"Tom Washington"
