"","X","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","ref"
"14149",13540,"2018-01-12","07:30","Regular","ATL","BKN","Home",25,24,"Michael Smith"
"14150",13542,"2018-01-12","08:00","Regular","MIL","GS","Home",20,13,"Lauren Holtkamp"
"14151",13544,"2018-01-12","08:00","Regular","MIN","NY","Home",12,17,"Mike Callahan"
"14152",13546,"2018-01-12","08:00","Regular","NO","POR","Home",16,22,"Sean Corbin"
"14153",13548,"2018-01-12","09:00","Regular","DEN","MEM","Home",18,28,"Mark Ayotte"
"14154",13550,"2018-01-12","10:30","Regular","PHO","HOU","Home",19,14,"Ken Mauer"
"14155",13552,"2018-01-13","02:00","Regular","DAL","LAL","Home",17,31,"Marc Davis"
"14156",13554,"2018-01-13","03:30","Regular","LAC","SAC","Home",22,24,"Aaron Smith"
"14157",13556,"2018-01-13","05:00","Regular","CHA","OKC","Home",15,22,"Haywoode Workman"
"14158",13558,"2018-01-13","07:00","Regular","WAS","BKN","Home",19,22,"Scott Wall"
"14159",13560,"2018-01-13","07:30","Regular","TOR","GS","Home",23,20,"Courtney Kirkland"
"14160",13562,"2018-01-13","08:00","Regular","CHI","DET","Home",11,11,"Ed Malloy"
"14161",13564,"2018-01-13","08:30","Regular","SA","DEN","Home",17,16,"Tyler Ford"
"14162",13566,"2018-01-14","01:00","Regular","MIA","MIL","Home",18,23,"C.J. Washington"
"14163",13568,"2018-01-14","03:30","Regular","NY","NO","Home",27,17,"Bill Spooner"
"14164",13570,"2018-01-14","08:00","Regular","PHO","IND","Home",16,22,"Brett Nansel"
"14165",13572,"2018-01-14","09:00","Regular","MIN","POR","Home",17,27,"Curtis Blair"
"14166",13574,"2018-01-15","01:00","Regular","PHI","TOR","Home",28,31,"Dedric Taylor"
"14167",13576,"2018-01-15","02:00","Regular","WAS","MIL","Home",22,25,"Courtney Kirkland"
"14168",13578,"2018-01-15","03:00","Regular","ATL","SA","Home",23,13,"Jason Phillips"
"14169",13580,"2018-01-15","03:00","Regular","BKN","NY","Home",23,24,"Karl Lane"
"14170",13582,"2018-01-15","03:00","Regular","OKC","SAC","Home",19,28,"Ken Mauer"
"14171",13584,"2018-01-15","03:30","Regular","CHI","MIA","Home",23,19,"J.T. Orr"
"14172",13586,"2018-01-15","05:30","Regular","MEM","LAL","Home",26,23,"Scott Twardoski"
"14173",13588,"2018-01-15","08:00","Regular","CLE","GS","Home",22,23,"Scott Foster"
"14174",13590,"2018-01-15","09:00","Regular","UTA","IND","Home",12,18,"Aaron Smith"
"14175",13592,"2018-01-15","10:30","Regular","LAC","HOU","Home",17,21,"Michael Smith"
"14176",13594,"2018-01-15","12:30","Regular","DET","CHA","Home",24,11,"Tyler Ford"
"14177",13596,"2018-01-16","07:00","Regular","ORL","MIN","Home",15,21,"Mitchell Ervin"
"14178",13598,"2018-01-16","07:30","Regular","BOS","NO","Home",24,14,"Kevin Scott"
"14179",13600,"2018-01-16","09:00","Regular","DEN","DAL","Home",23,24,"Tony Brothers"
"14180",13602,"2018-01-16","10:00","Regular","POR","PHO","Home",16,15,"Kevin Cutler"
"14181",13604,"2018-01-17","07:00","Regular","CHA","WAS","Home",18,23,"Zach Zarba"
"14182",13606,"2018-01-17","07:30","Regular","ATL","NO","Home",22,20,"Karl Lane"
"14183",13608,"2018-01-17","07:30","Regular","BKN","SA","Home",28,20,"Scott Foster"
"14184",13610,"2018-01-17","07:30","Regular","TOR","DET","Home",20,20,"Scott Wall"
"14185",13612,"2018-01-17","08:00","Regular","CHI","GS","Home",19,16,"Ron Garretson"
"14186",13614,"2018-01-17","08:00","Regular","MEM","NY","Home",19,15,"Derrick Stafford"
"14187",13616,"2018-01-17","08:00","Regular","MIL","MIA","Home",25,28,"Dedric Taylor"
"14188",13618,"2018-01-17","08:00","Regular","OKC","LAL","Home",14,15,"Leon Wood"
"14189",13620,"2018-01-17","10:00","Regular","SAC","UTA","Home",21,20,"Michael Smith"
"14190",13622,"2018-01-17","10:30","Regular","LAC","DEN","Home",16,25,"Gary Zielinski"
"14191",13624,"2018-01-18","07:00","Regular","BOS","PHI","Home",20,20,"Sean Corbin"
"14192",13626,"2018-01-18","07:00","Regular","CLE","ORL","Home",21,22,"Kane Fitzgerald"
"14193",13628,"2018-01-18","09:30","Regular","HOU","MIN","Home",15,16,"Pat Fraher"
"14194",13630,"2018-01-18","10:00","Regular","POR","IND","Home",11,16,"Tony Brothers"
"14195",13632,"2018-01-19","07:00","Regular","TOR","SA","Home",19,13,"Ken Mauer"
"14196",13634,"2018-01-19","07:30","Regular","BKN","MIA","Home",18,22,"Tom Washington"
"14197",13636,"2018-01-19","08:00","Regular","DET","WAS","Home",22,20,"Bill Kennedy"
"14198",13638,"2018-01-19","08:00","Regular","MEM","SAC","Home",17,20,"Ron Garretson"
"14199",13640,"2018-01-19","09:00","Regular","DEN","PHO","Home",20,21,"Courtney Kirkland"
"14200",13642,"2018-01-19","10:30","Regular","LAL","IND","Home",17,18,"Mike Callahan"
"14201",13644,"2018-01-19","10:30","Regular","UTA","NY","Home",20,26,"Leon Wood"
"14202",13646,"2018-01-20","03:30","Regular","CLE","OKC","Home",18,23,"Tyler Ford"
"14203",13648,"2018-01-20","05:00","Regular","ATL","CHI","Home",21,23,"Mitchell Ervin"
"14204",13650,"2018-01-20","07:00","Regular","CHA","MIA","Home",12,17,"Ron Garretson"
"14205",13652,"2018-01-20","07:00","Regular","NO","MEM","Home",15,29,"Matt Boland"
"14206",13654,"2018-01-20","07:30","Regular","PHI","MIL","Home",18,20,"Sean Wright"
"14207",13656,"2018-01-20","08:30","Regular","HOU","GS","Home",18,24,"Jason Phillips"
"14208",13658,"2018-01-20","09:00","Regular","MIN","TOR","Home",20,30,"Scott Foster"
"14209",13660,"2018-01-20","09:00","Regular","UTA","LAC","Home",29,24,"Tony Brothers"
"14210",13662,"2018-01-20","10:00","Regular","POR","DAL","Home",23,21,"C.J. Washington"
"14211",13664,"2018-01-21","01:00","Regular","BOS","ORL","Home",18,19,"Leroy Richardson"
"14212",13666,"2018-01-21","03:30","Regular","LAL","NY","Home",18,20,"J.T. Orr"
"14213",13668,"2018-01-21","04:00","Regular","DET","BKN","Home",19,18,"Marat Kogut"
"14214",13670,"2018-01-21","07:00","Regular","SA","IND","Home",14,15,"Matt Boland"
"14215",13672,"2018-01-22","07:00","Regular","CHA","SAC","Home",14,22,"Ben Taylor"
"14216",13674,"2018-01-22","07:30","Regular","ATL","UTA","Home",24,15,"Marat Kogut"
"14217",13676,"2018-01-22","08:00","Regular","HOU","MIA","Home",15,18,"Leon Wood"
"14218",13678,"2018-01-22","08:00","Regular","MEM","PHI","Home",26,28,"Curtis Blair"
"14219",13680,"2018-01-22","08:00","Regular","MIL","PHO","Home",22,26,"Zach Zarba"
"14220",13682,"2018-01-22","08:00","Regular","NO","CHI","Home",28,32,"Lauren Holtkamp"
"14221",13684,"2018-01-22","08:30","Regular","DAL","WAS","Home",21,18,"David Guthrie"
"14222",13686,"2018-01-22","09:00","Regular","DEN","POR","Home",20,22,"Scott Wall"
"14223",13688,"2018-01-22","10:30","Regular","LAC","MIN","Home",27,22,"C.J. Washington"
"14224",13690,"2018-01-23","07:00","Regular","ORL","SAC","Home",17,15,"Tyler Ford"
"14225",13692,"2018-01-23","08:00","Regular","OKC","BKN","Home",18,25,"Sean Corbin"
"14226",13694,"2018-01-23","08:00","Regular","SA","CLE","Home",19,14,"Dedric Taylor"
"14227",13696,"2018-01-23","10:30","Regular","GS","NY","Home",16,20,"Brent Barnaky"
"14228",13698,"2018-01-23","10:30","Regular","LAL","BOS","Home",16,25,"Marc Davis"
"14229",13700,"2018-01-24","07:00","Regular","CHA","NO","Home",23,19,"Josh Tiven"
"14230",13702,"2018-01-24","07:00","Regular","DET","UTA","Home",16,15,"Pat Fraher"
"14231",13704,"2018-01-24","07:00","Regular","IND","PHO","Home",24,26,"Derrick Stafford"
"14232",13706,"2018-01-24","07:00","Regular","PHI","CHI","Home",20,15,"Gary Zielinski"
"14233",13708,"2018-01-24","07:30","Regular","ATL","TOR","Home",21,22,"Bennie Adams"
"14234",13710,"2018-01-24","08:00","Regular","DAL","HOU","Home",21,19,"Michael Smith"
"14235",13712,"2018-01-24","08:00","Regular","MEM","SA","Home",25,19,"Courtney Kirkland"
"14236",13714,"2018-01-24","10:00","Regular","POR","MIN","Home",16,14,"Gediminas Petraitis"
"14237",13716,"2018-01-24","10:30","Regular","LAC","BOS","Home",15,28,"Rodney Mott"
"14238",13718,"2018-01-25","07:30","Regular","MIA","SAC","Home",19,21,"Haywoode Workman"
"14239",13720,"2018-01-25","08:00","Regular","OKC","WAS","Home",15,25,"Ron Garretson"
"14240",13722,"2018-01-25","09:00","Regular","DEN","NY","Home",20,20,"Dedric Taylor"
"14241",13724,"2018-01-25","10:30","Regular","GS","MIN","Home",17,15,"Marc Davis"
"14242",13726,"2018-01-26","07:00","Regular","CHA","ATL","Home",25,26,"Jason Phillips"
"14243",13728,"2018-01-26","07:30","Regular","CLE","IND","Home",11,15,"Ken Mauer"
"14244",13730,"2018-01-26","07:30","Regular","TOR","UTA","Home",18,16,"Brian Forte"
"14245",13732,"2018-01-26","08:00","Regular","CHI","LAL","Home",25,23,"Michael Smith"
"14246",13734,"2018-01-26","08:00","Regular","MEM","LAC","Home",24,20,"Tony Brown"
"14247",13736,"2018-01-26","08:00","Regular","MIL","BKN","Home",17,19,"Aaron Smith"
"14248",13738,"2018-01-26","08:00","Regular","NO","HOU","Home",26,23,"Kevin Scott"
"14249",13740,"2018-01-26","08:30","Regular","DAL","POR","Home",19,17,"Rodney Mott"
"14250",13742,"2018-01-26","08:30","Regular","SA","PHI","Home",14,20,"James Capers"
"14251",13744,"2018-01-26","09:00","Regular","PHO","NY","Home",24,20,"Gediminas Petraitis"
"14252",13746,"2018-01-27","07:00","Regular","DET","OKC","Home",20,20,"Mitchell Ervin"
"14253",13748,"2018-01-27","07:00","Regular","IND","ORL","Home",24,18,"C.J. Washington"
"14254",13750,"2018-01-27","07:30","Regular","ATL","WAS","Home",15,21,"Scott Wall"
"14255",13752,"2018-01-27","07:30","Regular","MIA","CHA","Home",24,15,"Leroy Richardson"
"14256",13754,"2018-01-27","08:30","Regular","GS","BOS","Home",17,23,"Dedric Taylor"
"14257",13756,"2018-01-27","09:00","Regular","DEN","DAL","Home",21,15,"Ron Garretson"
"14258",13758,"2018-01-27","09:00","Regular","MIN","BKN","Home",12,19,"Tony Brothers"
"14259",13760,"2018-01-28","03:30","Regular","CHI","MIL","Home",18,16,"Derrick Collins"
"14260",13762,"2018-01-28","03:30","Regular","HOU","PHO","Home",21,29,"Brian Forte"
"14261",13764,"2018-01-28","04:00","Regular","NO","LAC","Home",20,19,"Bennie Adams"
"14262",13766,"2018-01-28","06:00","Regular","CLE","DET","Home",14,23,"Michael Smith"
"14263",13768,"2018-01-28","06:00","Regular","OKC","PHI","Home",25,26,"Scott Foster"
"14264",13770,"2018-01-28","06:00","Regular","TOR","LAL","Home",23,21,"Scott Twardoski"
"14265",13772,"2018-01-28","07:00","Regular","SA","SAC","Home",13,20,"Gary Zielinski"
"14266",13774,"2018-01-29","07:00","Regular","IND","CHA","Home",19,14,"Haywoode Workman"
"14267",13776,"2018-01-29","07:30","Regular","ATL","MIN","Home",18,18,"Lauren Holtkamp"
"14268",13778,"2018-01-29","08:00","Regular","MEM","PHO","Home",27,20,"Scott Wall"
"14269",13780,"2018-01-29","08:00","Regular","MIL","PHI","Home",19,17,"Scott Twardoski"
"14270",13782,"2018-01-29","08:30","Regular","DAL","MIA","Home",22,19,"Curtis Blair"
"14271",13784,"2018-01-29","09:00","Regular","DEN","BOS","Home",14,19,"Tre Maddox"
"14272",13786,"2018-01-30","07:00","Regular","WAS","OKC","Home",28,24,"Marat Kogut"
"14273",13788,"2018-01-30","07:30","Regular","NY","BKN","Home",13,21,"Leon Wood"
"14274",13790,"2018-01-30","07:30","Regular","TOR","MIN","Home",18,19,"Kevin Scott"
"14275",13792,"2018-01-30","08:00","Regular","DET","CLE","Home",27,22,"Gediminas Petraitis"
"14276",13794,"2018-01-30","08:00","Regular","HOU","ORL","Home",15,22,"Bennie Adams"
"14277",13796,"2018-01-30","08:00","Regular","NO","SAC","Home",18,21,"Michael Smith"
"14278",13798,"2018-01-30","08:30","Regular","SA","DEN","Home",15,14,"Leroy Richardson"
"14279",13800,"2018-01-30","09:00","Regular","UTA","GS","Home",22,16,"Ron Garretson"
"14280",13802,"2018-01-30","10:30","Regular","LAC","POR","Home",17,21,"Zach Zarba"
"14281",13804,"2018-01-31","07:00","Regular","IND","MEM","Home",15,22,"Ed Malloy"
"14282",13806,"2018-01-31","07:00","Regular","ORL","LAL","Home",23,18,"James Williams"
"14283",13808,"2018-01-31","07:30","Regular","ATL","CHA","Home",16,21,"Scott Twardoski"
"14284",13810,"2018-01-31","07:30","Regular","BKN","PHI","Home",26,21,"Curtis Blair"
"14285",13812,"2018-01-31","07:30","Regular","CLE","MIA","Home",20,25,"Mitchell Ervin"
"14286",13814,"2018-01-31","08:00","Regular","BOS","NY","Home",22,17,"Mike Callahan"
"14287",13816,"2018-01-31","10:00","Regular","POR","CHI","Home",19,16,"Aaron Smith"
"14288",13818,"2018-01-31","10:30","Regular","PHO","DAL","Home",29,18,"Tre Maddox"
"14289",13820,"2018-02-01","07:00","Regular","DET","MEM","Home",19,24,"Leroy Richardson"
"14290",13822,"2018-02-01","07:00","Regular","WAS","TOR","Home",21,26,"Karl Lane"
"14291",13824,"2018-02-01","08:00","Regular","MIN","MIL","Home",15,21,"Pat Fraher"
"14292",13826,"2018-02-01","08:00","Regular","SA","HOU","Home",12,16,"Kevin Cutler"
"14293",13828,"2018-02-01","10:30","Regular","DEN","OKC","Home",17,18,"Tony Brown"
"14294",13830,"2018-02-02","07:00","Regular","CHA","IND","Home",21,25,"Scott Foster"
"14295",13832,"2018-02-02","07:30","Regular","BOS","ATL","Home",23,18,"Brian Forte"
"14296",13834,"2018-02-02","07:30","Regular","BKN","LAL","Home",18,18,"Dedric Taylor"
"14297",13836,"2018-02-02","07:30","Regular","TOR","POR","Home",23,15,"Curtis Blair"
"14298",13838,"2018-02-02","08:00","Regular","MIL","NY","Home",21,21,"Haywoode Workman"
"14299",13840,"2018-02-02","08:00","Regular","PHI","MIA","Home",23,16,"Jason Phillips"
"14300",13842,"2018-02-02","09:00","Regular","OKC","NO","Home",18,20,"James Williams"
"14301",13844,"2018-02-02","09:00","Regular","PHO","UTA","Home",25,21,"Kevin Scott"
"14302",13846,"2018-02-02","10:30","Regular","SAC","GS","Home",14,19,"Bennie Adams"
"14303",13848,"2018-02-03","03:30","Regular","LAC","CHI","Home",18,20,"Leon Wood"
"14304",13850,"2018-02-03","07:00","Regular","DET","MIA","Home",12,14,"Brian Forte"
"14305",13852,"2018-02-03","07:00","Regular","IND","PHI","Home",19,21,"Ken Mauer"
"14306",13854,"2018-02-03","07:00","Regular","ORL","WAS","Home",15,19,"Lauren Holtkamp"
"14307",13856,"2018-02-03","08:30","Regular","CLE","HOU","Home",16,19,"J.T. Orr"
"14308",13858,"2018-02-03","09:00","Regular","DEN","GS","Home",17,23,"Ed Malloy"
"14309",13860,"2018-02-03","09:00","Regular","MIN","NO","Home",13,11,"C.J. Washington"
"14310",13862,"2018-02-03","09:00","Regular","SA","UTA","Home",27,19,"Eric Lewis"
"14311",13864,"2018-02-03","10:00","Regular","SAC","DAL","Home",21,12,"Kevin Scott"
"14312",13866,"2018-02-04","02:00","Regular","OKC","LAL","Home",18,20,"Karl Lane"
"14313",13868,"2018-02-04","03:00","Regular","PHO","CHA","Home",25,17,"Bennie Adams"
"14314",13870,"2018-02-04","10:00","Regular","BOS","POR","Home",16,17,"Sean Corbin"
"14315",13872,"2018-02-04","10:00","Regular","BKN","MIL","Home",19,16,"Derrick Stafford"
"14316",13874,"2018-02-04","10:00","Regular","NY","ATL","Home",16,12,"Leroy Richardson"
"14317",13876,"2018-02-04","10:00","Regular","TOR","MEM","Home",20,23,"Gediminas Petraitis"
"14318",13878,"2018-02-05","07:00","Regular","DET","POR","Home",14,14,"Scott Wall"
"14319",13880,"2018-02-05","07:00","Regular","IND","WAS","Home",18,23,"Tyler Ford"
"14320",13882,"2018-02-05","07:30","Regular","MIA","ORL","Home",19,26,"C.J. Washington"
"14321",13884,"2018-02-05","08:00","Regular","NO","UTA","Home",15,18,"Sean Wright"
"14322",13886,"2018-02-05","09:00","Regular","DEN","CHA","Home",15,16,"Kevin Scott"
"14323",13888,"2018-02-05","10:00","Regular","SAC","CHI","Home",17,21,"Rodney Mott"
"14324",13890,"2018-02-05","10:30","Regular","LAC","DAL","Home",16,23,"Ed Malloy"
"14325",13892,"2018-02-06","07:00","Regular","ORL","CLE","Home",16,24,"Dedric Taylor"
"14326",13894,"2018-02-06","07:30","Regular","ATL","MEM","Home",16,24,"C.J. Washington"
"14327",13896,"2018-02-06","07:30","Regular","BKN","HOU","Home",17,14,"Brian Forte"
"14328",13898,"2018-02-06","07:30","Regular","NY","MIL","Home",19,17,"Gediminas Petraitis"
"14329",13900,"2018-02-06","07:30","Regular","TOR","BOS","Home",18,19,"Aaron Smith"
"14330",13902,"2018-02-06","08:00","Regular","PHI","WAS","Home",14,18,"Derrick Stafford"
"14331",13904,"2018-02-06","10:30","Regular","GS","OKC","Home",24,28,"Lauren Holtkamp"
"14332",13906,"2018-02-06","10:30","Regular","LAL","PHO","Home",21,18,"Ben Taylor"
"14333",13908,"2018-02-07","07:00","Regular","DET","BKN","Home",12,20,"Aaron Smith"
"14334",13910,"2018-02-07","07:30","Regular","MIA","HOU","Home",17,16,"Scott Wall"
"14335",13912,"2018-02-07","08:00","Regular","CLE","MIN","Home",21,19,"Gediminas Petraitis"
"14336",13914,"2018-02-07","08:00","Regular","MEM","UTA","Home",26,16,"Gary Zielinski"
"14337",13916,"2018-02-07","10:30","Regular","PHO","SA","Home",23,17,"Michael Smith"
"14338",13918,"2018-02-08","07:00","Regular","ORL","ATL","Home",22,23,"Matt Boland"
"14339",13920,"2018-02-08","07:30","Regular","TOR","NY","Home",17,15,"J.T. Orr"
"14340",13922,"2018-02-08","08:00","Regular","WAS","BOS","Home",23,20,"Leroy Richardson"
"14341",13924,"2018-02-08","10:00","Regular","POR","CHA","Home",19,16,"Lauren Holtkamp"
"14342",13926,"2018-02-08","10:30","Regular","GS","DAL","Home",18,16,"Brent Barnaky"
"14343",13928,"2018-02-08","10:30","Regular","LAL","OKC","Home",19,11,"Kevin Cutler"
"14344",13930,"2018-02-09","07:00","Regular","DET","LAC","Home",16,16,"Brett Nansel"
"14345",13932,"2018-02-09","07:00","Regular","PHI","NO","Home",16,12,"Matt Boland"
"14346",13934,"2018-02-09","07:30","Regular","ATL","CLE","Home",18,17,"Bill Kennedy"
"14347",13936,"2018-02-09","07:30","Regular","BOS","IND","Home",21,20,"Courtney Kirkland"
"14348",13938,"2018-02-09","08:00","Regular","CHI","MIN","Home",19,22,"Derek Richardson"
"14349",13940,"2018-02-09","08:00","Regular","HOU","DEN","Home",16,20,"James Williams"
"14350",13942,"2018-02-09","08:00","Regular","MIA","MIL","Home",21,20,"Aaron Smith"
"14351",13944,"2018-02-09","09:00","Regular","UTA","CHA","Home",17,18,"Michael Smith"
"14352",13946,"2018-02-09","10:30","Regular","SAC","POR","Home",19,21,"Scott Twardoski"
"14353",13948,"2018-02-10","06:00","Regular","BKN","NO","Home",30,18,"Ed Malloy"
"14354",13950,"2018-02-10","07:00","Regular","ORL","MIL","Home",14,16,"Leroy Richardson"
"14355",13952,"2018-02-10","07:00","Regular","PHI","LAC","Home",18,16,"Pat Fraher"
"14356",13954,"2018-02-10","08:00","Regular","CHI","WAS","Home",16,17,"Dedric Taylor"
"14357",13956,"2018-02-10","08:30","Regular","DAL","LAL","Home",21,25,"Kane Fitzgerald"
"14358",13958,"2018-02-10","08:30","Regular","GS","SA","Home",18,13,"Marc Davis"
"14359",13960,"2018-02-10","09:00","Regular","PHO","DEN","Home",24,23,"Marat Kogut"
"14360",13962,"2018-02-11","01:00","Regular","CHA","TOR","Home",13,24,"Bill Kennedy"
"14361",13964,"2018-02-11","03:30","Regular","ATL","DET","Home",26,28,"Bennie Adams"
"14362",13966,"2018-02-11","03:30","Regular","BOS","CLE","Home",14,20,"Zach Zarba"
"14363",13968,"2018-02-11","05:00","Regular","IND","NY","Home",16,18,"Kevin Scott"
"14364",13970,"2018-02-11","07:00","Regular","HOU","DAL","Home",18,25,"Gediminas Petraitis"
"14365",13972,"2018-02-11","07:00","Regular","MIN","SAC","Home",17,23,"Matt Boland"
"14366",13974,"2018-02-11","07:00","Regular","OKC","MEM","Home",23,32,"Sean Wright"
"14367",13976,"2018-02-11","09:00","Regular","POR","UTA","Home",22,22,"C.J. Washington"
"14368",13978,"2018-02-12","07:00","Regular","DET","NO","Home",19,25,"Derrick Stafford"
"14369",13980,"2018-02-12","07:00","Regular","PHI","NY","Home",22,22,"Courtney Kirkland"
"14370",13982,"2018-02-12","07:30","Regular","BKN","LAC","Home",15,14,"Sean Corbin"
"14371",13984,"2018-02-12","08:00","Regular","CHI","ORL","Home",13,18,"Tyler Ford"
"14372",13986,"2018-02-12","09:00","Regular","UTA","SA","Home",24,24,"Rodney Mott"
"14373",13988,"2018-02-12","10:30","Regular","GS","PHO","Home",18,17,"C.J. Washington"
"14374",13990,"2018-02-13","07:00","Regular","TOR","MIA","Home",19,18,"Leroy Richardson"
"14375",13992,"2018-02-13","08:00","Regular","MIL","ATL","Home",18,14,"Gediminas Petraitis"
"14376",13994,"2018-02-13","08:00","Regular","MIN","HOU","Home",20,23,"Aaron Smith"
"14377",13996,"2018-02-13","08:00","Regular","OKC","CLE","Home",20,28,"Derek Richardson"
"14378",13998,"2018-02-13","08:30","Regular","DAL","SAC","Home",15,19,"Kevin Scott"
"14379",14000,"2018-02-13","10:30","Regular","DEN","SA","Home",18,22,"Gary Zielinski"
"14380",14002,"2018-02-14","07:00","Regular","DET","ATL","Home",18,21,"Ben Taylor"
"14381",14004,"2018-02-14","07:00","Regular","ORL","CHA","Home",17,15,"Nick Buchert"
"14382",14006,"2018-02-14","07:00","Regular","PHI","MIA","Home",23,21,"Tony Brothers"
"14383",14008,"2018-02-14","07:30","Regular","BKN","IND","Home",20,20,"Bennie Adams"
"14384",14010,"2018-02-14","07:30","Regular","NY","WAS","Home",17,16,"Curtis Blair"
"14385",14012,"2018-02-14","08:00","Regular","BOS","LAC","Home",31,21,"Karl Lane"
"14386",14014,"2018-02-14","08:00","Regular","CHI","TOR","Home",16,22,"Lauren Holtkamp"
"14387",14016,"2018-02-14","08:00","Regular","HOU","SAC","Home",14,20,"Courtney Kirkland"
"14388",14018,"2018-02-14","08:00","Regular","MEM","OKC","Home",25,19,"C.J. Washington"
"14389",14020,"2018-02-14","08:00","Regular","NO","LAL","Home",20,21,"Mitchell Ervin"
"14390",14022,"2018-02-14","09:00","Regular","UTA","PHO","Home",17,25,"Ron Garretson"
"14391",14024,"2018-02-14","10:30","Regular","POR","GS","Home",18,24,"Tony Brown"
"14392",14026,"2018-02-15","08:00","Regular","MIL","DEN","Home",20,23,"Scott Wall"
"14393",14028,"2018-02-15","09:00","Regular","MIN","LAL","Home",22,26,"James Capers"
"14394",14030,"2018-02-22","07:00","Regular","CHA","BKN","Home",15,23,"Ron Garretson"
"14395",14032,"2018-02-22","07:00","Regular","ORL","NY","Home",15,15,"Bennie Adams"
"14396",14034,"2018-02-22","08:00","Regular","CHI","PHI","Home",26,17,"Aaron Smith"
"14397",14036,"2018-02-22","08:00","Regular","CLE","WAS","Home",15,23,"Rodney Mott"
"14398",14038,"2018-02-22","10:00","Regular","SAC","OKC","Home",20,16,"Marc Davis"
"14399",14040,"2018-02-22","10:30","Regular","GS","LAC","Home",24,19,"Gediminas Petraitis"
"14400",14042,"2018-02-23","07:00","Regular","DET","BOS","Home",18,22,"Mark Lindsay"
"14401",14044,"2018-02-23","07:00","Regular","IND","ATL","Home",20,20,"Rodney Mott"
"14402",14046,"2018-02-23","07:00","Regular","WAS","CHA","Home",21,18,"Brent Barnaky"
"14403",14048,"2018-02-23","07:30","Regular","TOR","MIL","Home",21,24,"Lauren Holtkamp"
"14404",14050,"2018-02-23","08:00","Regular","HOU","MIN","Home",17,22,"Bill Kennedy"
"14405",14052,"2018-02-23","08:00","Regular","MEM","CLE","Home",25,23,"Tre Maddox"
"14406",14054,"2018-02-23","08:00","Regular","NO","MIA","Home",18,23,"Curtis Blair"
"14407",14056,"2018-02-23","09:00","Regular","DEN","SA","Home",27,20,"Tony Brothers"
"14408",14058,"2018-02-23","09:00","Regular","PHO","LAC","Home",25,26,"Zach Zarba"
"14409",14060,"2018-02-23","09:00","Regular","UTA","POR","Home",13,20,"J.T. Orr"
"14410",14062,"2018-02-23","10:30","Regular","LAL","DAL","Home",17,19,"Marc Davis"
"14411",14064,"2018-02-24","05:00","Regular","PHI","ORL","Home",16,20,"Karl Lane"
"14412",14066,"2018-02-24","07:30","Regular","MIA","MEM","Home",17,22,"Bennie Adams"
"14413",14068,"2018-02-24","07:30","Regular","NY","BOS","Home",22,15,"Marat Kogut"
"14414",14070,"2018-02-24","08:30","Regular","GS","OKC","Home",21,17,"Pat Fraher"
"14415",14072,"2018-02-24","09:00","Regular","MIN","CHI","Home",15,20,"Ed Malloy"
"14416",14074,"2018-02-24","09:00","Regular","PHO","POR","Home",24,19,"Tony Brothers"
"14417",14076,"2018-02-24","09:00","Regular","UTA","DAL","Home",19,23,"Zach Zarba"
"14418",14078,"2018-02-24","10:00","Regular","SAC","LAL","Home",21,18,"Gediminas Petraitis"
"14419",14080,"2018-02-25","01:00","Regular","CHA","DET","Home",19,22,"Rodney Mott"
"14420",14082,"2018-02-25","03:00","Regular","MIL","NO","Home",19,24,"Tre Maddox"
"14421",14084,"2018-02-25","03:30","Regular","CLE","SA","Home",24,12,"Ken Mauer"
"14422",14086,"2018-02-25","08:00","Regular","DEN","HOU","Home",27,23,"Marc Davis"
"14423",14088,"2018-02-25","08:00","Regular","WAS","PHI","Home",28,16,"Matt Boland"
"14424",14090,"2018-02-26","07:30","Regular","ATL","LAL","Home",17,23,"Josh Tiven"
"14425",14092,"2018-02-26","07:30","Regular","BOS","MEM","Home",23,22,"Scott Twardoski"
"14426",14094,"2018-02-26","07:30","Regular","BKN","CHI","Home",20,11,"Brent Barnaky"
"14427",14096,"2018-02-26","07:30","Regular","NY","GS","Home",18,13,"Jason Phillips"
"14428",14098,"2018-02-26","07:30","Regular","TOR","DET","Home",18,22,"J.T. Orr"
"14429",14100,"2018-02-26","08:00","Regular","NO","PHO","Home",22,33,"Kevin Cutler"
"14430",14102,"2018-02-26","08:00","Regular","OKC","ORL","Home",13,19,"Mark Ayotte"
"14431",14104,"2018-02-26","08:30","Regular","DAL","IND","Home",21,19,"C.J. Washington"
"14432",14106,"2018-02-26","09:00","Regular","UTA","HOU","Home",19,21,"Gediminas Petraitis"
"14433",14108,"2018-02-26","10:00","Regular","SAC","MIN","Home",23,14,"Pat Fraher"
"14434",14110,"2018-02-27","07:00","Regular","CHA","CHI","Home",14,23,"Ken Mauer"
"14435",14112,"2018-02-27","07:00","Regular","CLE","BKN","Home",24,21,"Leroy Richardson"
"14436",14114,"2018-02-27","07:30","Regular","MIA","PHI","Home",19,24,"Rodney Mott"
"14437",14116,"2018-02-27","08:00","Regular","MIL","WAS","Home",20,22,"Curtis Blair"
"14438",14118,"2018-02-27","10:00","Regular","POR","SAC","Home",15,12,"Bill Kennedy"
"14439",14120,"2018-02-27","10:30","Regular","DEN","LAC","Home",27,25,"Derrick Stafford"
"14440",14122,"2018-02-28","07:00","Regular","DET","MIL","Home",20,20,"Sean Corbin"
