offLNm,offFNm,teamAbbr,teamLoc,teamRslt,teamFTA,teamFTM,teamFT%,opptAbbr,opptConf,opptLoc,opptRslt,opptFTA,opptFTM,opptFT%
Lane,Karl,CHI,Away,Win,17,17,1,LAL,West,Home,Loss,11,8,0.7273
Lindsay,Mark,LAL,Home,Loss,11,8,0.7273,CHI,East,Away,Win,17,17,1
Capers,James,LAL,Home,Loss,11,8,0.7273,CHI,East,Away,Win,17,17,1
Lane,Karl,LAL,Home,Loss,11,8,0.7273,CHI,East,Away,Win,17,17,1
Brothers,Tony,DAL,Away,Win,20,18,0.9,BOS,East,Home,Loss,15,14,0.9333
Fraher,Pat,DAL,Away,Win,20,18,0.9,BOS,East,Home,Loss,15,14,0.9333
Cutler,Kevin,DAL,Away,Win,20,18,0.9,BOS,East,Home,Loss,15,14,0.9333
Brothers,Tony,BOS,Home,Loss,15,14,0.9333,DAL,West,Away,Win,20,18,0.9
Fraher,Pat,BOS,Home,Loss,15,14,0.9333,DAL,West,Away,Win,20,18,0.9
Cutler,Kevin,BOS,Home,Loss,15,14,0.9333,DAL,West,Away,Win,20,18,0.9
Callahan,Mike,NO,Away,Loss,27,15,0.5556,BKN,East,Home,Win,29,17,0.5862
Lewis,Eric,NO,Away,Loss,27,15,0.5556,BKN,East,Home,Win,29,17,0.5862
Bavetta,Dick,NO,Away,Loss,27,15,0.5556,BKN,East,Home,Win,29,17,0.5862
Callahan,Mike,BKN,Home,Win,29,17,0.5862,NO,West,Away,Loss,27,15,0.5556
Lewis,Eric,BKN,Home,Win,29,17,0.5862,NO,West,Away,Loss,27,15,0.5556
Bavetta,Dick,BKN,Home,Win,29,17,0.5862,NO,West,Away,Loss,27,15,0.5556
Crawford,Dan,MEM,Away,Loss,16,14,0.875,CLE,East,Home,Win,18,11,0.6111
Goble,John,MEM,Away,Loss,16,14,0.875,CLE,East,Home,Win,18,11,0.6111
Taylor,Ben,MEM,Away,Loss,16,14,0.875,CLE,East,Home,Win,18,11,0.6111
Crawford,Dan,CLE,Home,Win,18,11,0.6111,MEM,West,Away,Loss,16,14,0.875
Goble,John,CLE,Home,Win,18,11,0.6111,MEM,West,Away,Loss,16,14,0.875
Taylor,Ben,CLE,Home,Win,18,11,0.6111,MEM,West,Away,Loss,16,14,0.875
Corbin,Sean,IND,Away,Loss,19,11,0.5789,ORL,East,Home,Win,26,20,0.7692
Palmer,Violet,IND,Away,Loss,19,11,0.5789,ORL,East,Home,Win,26,20,0.7692
Brown,Tony,IND,Away,Loss,19,11,0.5789,ORL,East,Home,Win,26,20,0.7692
Corbin,Sean,ORL,Home,Win,26,20,0.7692,IND,East,Away,Loss,19,11,0.5789
Palmer,Violet,ORL,Home,Win,26,20,0.7692,IND,East,Away,Loss,19,11,0.5789
Brown,Tony,ORL,Home,Win,26,20,0.7692,IND,East,Away,Loss,19,11,0.5789
Garretson,Ron,SAC,Away,Loss,28,24,0.8571,WAS,East,Home,Win,22,17,0.7727
Twardoski,Scott,SAC,Away,Loss,28,24,0.8571,WAS,East,Home,Win,22,17,0.7727
Forte,Brian,SAC,Away,Loss,28,24,0.8571,WAS,East,Home,Win,22,17,0.7727
Garretson,Ron,WAS,Home,Win,22,17,0.7727,SAC,West,Away,Loss,28,24,0.8571
Twardoski,Scott,WAS,Home,Win,22,17,0.7727,SAC,West,Away,Loss,28,24,0.8571
Forte,Brian,WAS,Home,Win,22,17,0.7727,SAC,West,Away,Loss,28,24,0.8571
Jones,David,PHI,Away,Loss,25,21,0.84,LAC,West,Home,Win,17,14,0.8235
Malloy,Ed,PHI,Away,Loss,25,21,0.84,LAC,West,Home,Win,17,14,0.8235
Maddox,Tre,PHI,Away,Loss,25,21,0.84,LAC,West,Home,Win,17,14,0.8235
Jones,David,LAC,Home,Win,17,14,0.8235,PHI,East,Away,Loss,25,21,0.84
Malloy,Ed,LAC,Home,Win,17,14,0.8235,PHI,East,Away,Loss,25,21,0.84
Maddox,Tre,LAC,Home,Win,17,14,0.8235,PHI,East,Away,Loss,25,21,0.84
Richardson,Leroy,DEN,Away,Loss,26,18,0.6923,IND,East,Home,Win,26,23,0.8846
McCutchen,Monty,DEN,Away,Loss,26,18,0.6923,IND,East,Home,Win,26,23,0.8846
Cutler,Kevin,DEN,Away,Loss,26,18,0.6923,IND,East,Home,Win,26,23,0.8846
Richardson,Leroy,IND,Home,Win,26,23,0.8846,DEN,West,Away,Loss,26,18,0.6923
McCutchen,Monty,IND,Home,Win,26,23,0.8846,DEN,West,Away,Loss,26,18,0.6923
Cutler,Kevin,IND,Home,Win,26,23,0.8846,DEN,West,Away,Loss,26,18,0.6923
Mott,Rodney,NO,Away,Loss,26,17,0.6538,TOR,East,Home,Win,33,26,0.7879
Wall,Scott,NO,Away,Loss,26,17,0.6538,TOR,East,Home,Win,33,26,0.7879
Orr,J.T.,NO,Away,Loss,26,17,0.6538,TOR,East,Home,Win,33,26,0.7879
Mott,Rodney,TOR,Home,Win,33,26,0.7879,NO,West,Away,Loss,26,17,0.6538
Wall,Scott,TOR,Home,Win,33,26,0.7879,NO,West,Away,Loss,26,17,0.6538
Orr,J.T.,TOR,Home,Win,33,26,0.7879,NO,West,Away,Loss,26,17,0.6538
Kennedy,Bill,SA,Away,Loss,11,9,0.8182,DET,East,Home,Win,26,18,0.6923
Guthrie,David,SA,Away,Loss,11,9,0.8182,DET,East,Home,Win,26,18,0.6923
Buchert,Nick,SA,Away,Loss,11,9,0.8182,DET,East,Home,Win,26,18,0.6923
Kennedy,Bill,DET,Home,Win,26,18,0.6923,SA,West,Away,Loss,11,9,0.8182
Guthrie,David,DET,Home,Win,26,18,0.6923,SA,West,Away,Loss,11,9,0.8182
Buchert,Nick,DET,Home,Win,26,18,0.6923,SA,West,Away,Loss,11,9,0.8182
Foster,Scott,BOS,Away,Win,14,11,0.7857,MIL,East,Home,Loss,25,18,0.72
Zielinski,Gary,BOS,Away,Win,14,11,0.7857,MIL,East,Home,Loss,25,18,0.72
Roe,Eli,BOS,Away,Win,14,11,0.7857,MIL,East,Home,Loss,25,18,0.72
Foster,Scott,MIL,Home,Loss,25,18,0.72,BOS,East,Away,Win,14,11,0.7857
Zielinski,Gary,MIL,Home,Loss,25,18,0.72,BOS,East,Away,Win,14,11,0.7857
Roe,Eli,MIL,Home,Loss,25,18,0.72,BOS,East,Away,Win,14,11,0.7857
Mauer,Ken,HOU,Away,Win,20,18,0.9,MIN,West,Home,Loss,21,21,1
Poole,Olandis,HOU,Away,Win,20,18,0.9,MIN,West,Home,Loss,21,21,1
Fitzgerald,Kane,HOU,Away,Win,20,18,0.9,MIN,West,Home,Loss,21,21,1
Mauer,Ken,MIN,Home,Loss,21,21,1,HOU,West,Away,Win,20,18,0.9
Poole,Olandis,MIN,Home,Loss,21,21,1,HOU,West,Away,Win,20,18,0.9
Fitzgerald,Kane,MIN,Home,Loss,21,21,1,HOU,West,Away,Win,20,18,0.9
Salvatore,Bennett,PHI,Away,Loss,17,12,0.7059,GS,West,Home,Win,30,25,0.8333
Wright,Sean,PHI,Away,Loss,17,12,0.7059,GS,West,Home,Win,30,25,0.8333
Anderson,Steven,PHI,Away,Loss,17,12,0.7059,GS,West,Home,Win,30,25,0.8333
Salvatore,Bennett,GS,Home,Win,30,25,0.8333,PHI,East,Away,Loss,17,12,0.7059
Wright,Sean,GS,Home,Win,30,25,0.8333,PHI,East,Away,Loss,17,12,0.7059
Anderson,Steven,GS,Home,Win,30,25,0.8333,PHI,East,Away,Loss,17,12,0.7059
Crawford,Dan,DAL,Away,Loss,12,10,0.8333,CHA,East,Home,Win,15,12,0.8
Tiven,Josh,DAL,Away,Loss,12,10,0.8333,CHA,East,Home,Win,15,12,0.8
Williams,James,DAL,Away,Loss,12,10,0.8333,CHA,East,Home,Win,15,12,0.8
Crawford,Dan,CHA,Home,Win,15,12,0.8,DAL,West,Away,Loss,12,10,0.8333
Tiven,Josh,CHA,Home,Win,15,12,0.8,DAL,West,Away,Loss,12,10,0.8333
Williams,James,CHA,Home,Win,15,12,0.8,DAL,West,Away,Loss,12,10,0.8333
Kirkland,Courtney,SAC,Away,Loss,33,23,0.697,CLE,East,Home,Win,23,15,0.6522
Zarba,Zach,SAC,Away,Loss,33,23,0.697,CLE,East,Home,Win,23,15,0.6522
Blair,Curtis,SAC,Away,Loss,33,23,0.697,CLE,East,Home,Win,23,15,0.6522
Kirkland,Courtney,CLE,Home,Win,23,15,0.6522,SAC,West,Away,Loss,33,23,0.697
Zarba,Zach,CLE,Home,Win,23,15,0.6522,SAC,West,Away,Loss,33,23,0.697
Blair,Curtis,CLE,Home,Win,23,15,0.6522,SAC,West,Away,Loss,33,23,0.697
Garretson,Ron,ATL,Away,Loss,9,5,0.5556,CHI,East,Home,Win,13,6,0.4615
Goble,John,ATL,Away,Loss,9,5,0.5556,CHI,East,Home,Win,13,6,0.4615
Dalen,Eric,ATL,Away,Loss,9,5,0.5556,CHI,East,Home,Win,13,6,0.4615
Garretson,Ron,CHI,Home,Win,13,6,0.4615,ATL,East,Away,Loss,9,5,0.5556
Goble,John,CHI,Home,Win,13,6,0.4615,ATL,East,Away,Loss,9,5,0.5556
Dalen,Eric,CHI,Home,Win,13,6,0.4615,ATL,East,Away,Loss,9,5,0.5556
Corbin,Sean,WAS,Away,Loss,20,14,0.7,MEM,West,Home,Win,27,23,0.8519
Palmer,Violet,WAS,Away,Loss,20,14,0.7,MEM,West,Home,Win,27,23,0.8519
Lewis,Eric,WAS,Away,Loss,20,14,0.7,MEM,West,Home,Win,27,23,0.8519
Corbin,Sean,MEM,Home,Win,27,23,0.8519,WAS,East,Away,Loss,20,14,0.7
Palmer,Violet,MEM,Home,Win,27,23,0.8519,WAS,East,Away,Loss,20,14,0.7
Lewis,Eric,MEM,Home,Win,27,23,0.8519,WAS,East,Away,Loss,20,14,0.7
Wood,Leon,MIA,Away,Win,30,22,0.7333,PHO,West,Home,Loss,17,15,0.8824
Capers,James,MIA,Away,Win,30,22,0.7333,PHO,West,Home,Loss,17,15,0.8824
Lane,Karl,MIA,Away,Win,30,22,0.7333,PHO,West,Home,Loss,17,15,0.8824
Wood,Leon,PHO,Home,Loss,17,15,0.8824,MIA,East,Away,Win,30,22,0.7333
Capers,James,PHO,Home,Loss,17,15,0.8824,MIA,East,Away,Win,30,22,0.7333
Lane,Karl,PHO,Home,Loss,17,15,0.8824,MIA,East,Away,Win,30,22,0.7333
Adams,Bennie,OKC,Away,Win,12,11,0.9167,POR,West,Home,Loss,27,24,0.8889
Malloy,Ed,OKC,Away,Win,12,11,0.9167,POR,West,Home,Loss,27,24,0.8889
Maddox,Tre,OKC,Away,Win,12,11,0.9167,POR,West,Home,Loss,27,24,0.8889
Adams,Bennie,POR,Home,Loss,27,24,0.8889,OKC,West,Away,Win,12,11,0.9167
Malloy,Ed,POR,Home,Loss,27,24,0.8889,OKC,West,Away,Win,12,11,0.9167
Maddox,Tre,POR,Home,Loss,27,24,0.8889,OKC,West,Away,Win,12,11,0.9167
Jones,David,UTA,Away,Win,25,16,0.64,LAL,West,Home,Loss,13,9,0.6923
Ayotte,Mark,UTA,Away,Win,25,16,0.64,LAL,West,Home,Loss,13,9,0.6923
Scott,Kevin,UTA,Away,Win,25,16,0.64,LAL,West,Home,Loss,13,9,0.6923
Jones,David,LAL,Home,Loss,13,9,0.6923,UTA,West,Away,Win,25,16,0.64
Ayotte,Mark,LAL,Home,Loss,13,9,0.6923,UTA,West,Away,Win,25,16,0.64
Scott,Kevin,LAL,Home,Loss,13,9,0.6923,UTA,West,Away,Win,25,16,0.64
Mauer,Ken,DAL,Away,Win,21,16,0.7619,IND,East,Home,Loss,14,12,0.8571
Goble,John,DAL,Away,Win,21,16,0.7619,IND,East,Home,Loss,14,12,0.8571
Dalen,Eric,DAL,Away,Win,21,16,0.7619,IND,East,Home,Loss,14,12,0.8571
Mauer,Ken,IND,Home,Loss,14,12,0.8571,DAL,West,Away,Win,21,16,0.7619
Goble,John,IND,Home,Loss,14,12,0.8571,DAL,West,Away,Win,21,16,0.7619
Dalen,Eric,IND,Home,Loss,14,12,0.8571,DAL,West,Away,Win,21,16,0.7619
Phillips,Jason,MEM,Away,Win,18,12,0.6667,ORL,East,Home,Loss,10,9,0.9
Guthrie,David,MEM,Away,Win,18,12,0.6667,ORL,East,Home,Loss,10,9,0.9
Roe,Eli,MEM,Away,Win,18,12,0.6667,ORL,East,Home,Loss,10,9,0.9
Phillips,Jason,ORL,Home,Loss,10,9,0.9,MEM,West,Away,Win,18,12,0.6667
Guthrie,David,ORL,Home,Loss,10,9,0.9,MEM,West,Away,Win,18,12,0.6667
Roe,Eli,ORL,Home,Loss,10,9,0.9,MEM,West,Away,Win,18,12,0.6667
Kennedy,Bill,ATL,Away,Loss,23,19,0.8261,TOR,East,Home,Win,22,17,0.7727
Workman,Haywoode,ATL,Away,Loss,23,19,0.8261,TOR,East,Home,Win,22,17,0.7727
Fitzgerald,Kane,ATL,Away,Loss,23,19,0.8261,TOR,East,Home,Win,22,17,0.7727
Kennedy,Bill,TOR,Home,Win,22,17,0.7727,ATL,East,Away,Loss,23,19,0.8261
Workman,Haywoode,TOR,Home,Win,22,17,0.7727,ATL,East,Away,Loss,23,19,0.8261
Fitzgerald,Kane,TOR,Home,Win,22,17,0.7727,ATL,East,Away,Loss,23,19,0.8261
Wall,Scott,SA,Away,Win,14,13,0.9286,BOS,East,Home,Loss,17,12,0.7059
Callahan,Mike,SA,Away,Win,14,13,0.9286,BOS,East,Home,Loss,17,12,0.7059
Kogut,Marat,SA,Away,Win,14,13,0.9286,BOS,East,Home,Loss,17,12,0.7059
Wall,Scott,BOS,Home,Loss,17,12,0.7059,SA,West,Away,Win,14,13,0.9286
Callahan,Mike,BOS,Home,Loss,17,12,0.7059,SA,West,Away,Win,14,13,0.9286
Kogut,Marat,BOS,Home,Loss,17,12,0.7059,SA,West,Away,Win,14,13,0.9286
Mott,Rodney,CHA,Away,Loss,15,7,0.4667,BKN,East,Home,Win,15,12,0.8
Fraher,Pat,CHA,Away,Loss,15,7,0.4667,BKN,East,Home,Win,15,12,0.8
Orr,J.T.,CHA,Away,Loss,15,7,0.4667,BKN,East,Home,Win,15,12,0.8
Mott,Rodney,BKN,Home,Win,15,12,0.8,CHA,East,Away,Loss,15,7,0.4667
Fraher,Pat,BKN,Home,Win,15,12,0.8,CHA,East,Away,Loss,15,7,0.4667
Orr,J.T.,BKN,Home,Win,15,12,0.8,CHA,East,Away,Loss,15,7,0.4667
Crawford,Joe,CLE,Away,Win,30,20,0.6667,DET,East,Home,Loss,27,19,0.7037
Lewis,Eric,CLE,Away,Win,30,20,0.6667,DET,East,Home,Loss,27,19,0.7037
Tiven,Josh,CLE,Away,Win,30,20,0.6667,DET,East,Home,Loss,27,19,0.7037
Crawford,Joe,DET,Home,Loss,27,19,0.7037,CLE,East,Away,Win,30,20,0.6667
Lewis,Eric,DET,Home,Loss,27,19,0.7037,CLE,East,Away,Win,30,20,0.6667
Tiven,Josh,DET,Home,Loss,27,19,0.7037,CLE,East,Away,Win,30,20,0.6667
Richardson,Leroy,SAC,Away,Win,19,16,0.8421,NY,East,Home,Loss,14,10,0.7143
Brothers,Tony,SAC,Away,Win,19,16,0.8421,NY,East,Home,Loss,14,10,0.7143
Taylor,Ben,SAC,Away,Win,19,16,0.8421,NY,East,Home,Loss,14,10,0.7143
Richardson,Leroy,NY,Home,Loss,14,10,0.7143,SAC,West,Away,Win,19,16,0.8421
Brothers,Tony,NY,Home,Loss,14,10,0.7143,SAC,West,Away,Win,19,16,0.8421
Taylor,Ben,NY,Home,Loss,14,10,0.7143,SAC,West,Away,Win,19,16,0.8421
Washington,Tom,WAS,Away,Loss,16,8,0.5,HOU,West,Home,Win,47,35,0.7447
Brown,Tony,WAS,Away,Loss,16,8,0.5,HOU,West,Home,Win,47,35,0.7447
Bavetta,Dick,WAS,Away,Loss,16,8,0.5,HOU,West,Home,Win,47,35,0.7447
Washington,Tom,HOU,Home,Win,47,35,0.7447,WAS,East,Away,Loss,16,8,0.5
Brown,Tony,HOU,Home,Win,47,35,0.7447,WAS,East,Away,Loss,16,8,0.5
Bavetta,Dick,HOU,Home,Win,47,35,0.7447,WAS,East,Away,Loss,16,8,0.5
McCutchen,Monty,NO,Away,Win,17,14,0.8235,MIL,East,Home,Loss,19,14,0.7368
Forte,Brian,NO,Away,Win,17,14,0.8235,MIL,East,Home,Loss,19,14,0.7368
Blair,Curtis,NO,Away,Win,17,14,0.8235,MIL,East,Home,Loss,19,14,0.7368
McCutchen,Monty,MIL,Home,Loss,19,14,0.7368,NO,West,Away,Win,17,14,0.8235
Forte,Brian,MIL,Home,Loss,19,14,0.7368,NO,West,Away,Win,17,14,0.8235
Blair,Curtis,MIL,Home,Loss,19,14,0.7368,NO,West,Away,Win,17,14,0.8235
Kirkland,Courtney,DEN,Away,Loss,20,15,0.75,MIN,West,Home,Win,23,15,0.6522
Zarba,Zach,DEN,Away,Loss,20,15,0.75,MIN,West,Home,Win,23,15,0.6522
Anderson,Steven,DEN,Away,Loss,20,15,0.75,MIN,West,Home,Win,23,15,0.6522
Kirkland,Courtney,MIN,Home,Win,23,15,0.6522,DEN,West,Away,Loss,20,15,0.75
Zarba,Zach,MIN,Home,Win,23,15,0.6522,DEN,West,Away,Loss,20,15,0.75
Anderson,Steven,MIN,Home,Win,23,15,0.6522,DEN,West,Away,Loss,20,15,0.75
Zielinski,Gary,PHI,Away,Loss,23,18,0.7826,UTA,West,Home,Win,32,28,0.875
Spooner,Bill,PHI,Away,Loss,23,18,0.7826,UTA,West,Home,Win,32,28,0.875
Lane,Karl,PHI,Away,Loss,23,18,0.7826,UTA,West,Home,Win,32,28,0.875
Zielinski,Gary,UTA,Home,Win,32,28,0.875,PHI,East,Away,Loss,23,18,0.7826
Spooner,Bill,UTA,Home,Win,32,28,0.875,PHI,East,Away,Loss,23,18,0.7826
Lane,Karl,UTA,Home,Win,32,28,0.875,PHI,East,Away,Loss,23,18,0.7826
Foster,Scott,MIA,Away,Win,25,17,0.68,GS,West,Home,Loss,26,21,0.8077
Lindsay,Mark,MIA,Away,Win,25,17,0.68,GS,West,Home,Loss,26,21,0.8077
Maddox,Tre,MIA,Away,Win,25,17,0.68,GS,West,Home,Loss,26,21,0.8077
Foster,Scott,GS,Home,Loss,26,21,0.8077,MIA,East,Away,Win,25,17,0.68
Lindsay,Mark,GS,Home,Loss,26,21,0.8077,MIA,East,Away,Win,25,17,0.68
Maddox,Tre,GS,Home,Loss,26,21,0.8077,MIA,East,Away,Win,25,17,0.68
Salvatore,Bennett,POR,Away,Loss,22,18,0.8182,LAC,West,Home,Win,31,26,0.8387
Wright,Sean,POR,Away,Loss,22,18,0.8182,LAC,West,Home,Win,31,26,0.8387
Scott,Kevin,POR,Away,Loss,22,18,0.8182,LAC,West,Home,Win,31,26,0.8387
Salvatore,Bennett,LAC,Home,Win,31,26,0.8387,POR,West,Away,Loss,22,18,0.8182
Wright,Sean,LAC,Home,Win,31,26,0.8387,POR,West,Away,Loss,22,18,0.8182
Scott,Kevin,LAC,Home,Win,31,26,0.8387,POR,West,Away,Loss,22,18,0.8182
Crawford,Dan,BKN,Away,Loss,28,19,0.6786,CHI,East,Home,Win,21,18,0.8571
Workman,Haywoode,BKN,Away,Loss,28,19,0.6786,CHI,East,Home,Win,21,18,0.8571
Fitzgerald,Kane,BKN,Away,Loss,28,19,0.6786,CHI,East,Home,Win,21,18,0.8571
Crawford,Dan,CHI,Home,Win,21,18,0.8571,BKN,East,Away,Loss,28,19,0.6786
Workman,Haywoode,CHI,Home,Win,21,18,0.8571,BKN,East,Away,Loss,28,19,0.6786
Fitzgerald,Kane,CHI,Home,Win,21,18,0.8571,BKN,East,Away,Loss,28,19,0.6786
Foster,Scott,OKC,Away,Win,24,21,0.875,LAL,West,Home,Loss,22,13,0.5909
Zielinski,Gary,OKC,Away,Win,24,21,0.875,LAL,West,Home,Loss,22,13,0.5909
Richardson,Derek,OKC,Away,Win,24,21,0.875,LAL,West,Home,Loss,22,13,0.5909
Foster,Scott,LAL,Home,Loss,22,13,0.5909,OKC,West,Away,Win,24,21,0.875
Zielinski,Gary,LAL,Home,Loss,22,13,0.5909,OKC,West,Away,Win,24,21,0.875
Richardson,Derek,LAL,Home,Loss,22,13,0.5909,OKC,West,Away,Win,24,21,0.875
Zarba,Zach,ATL,Away,Loss,19,12,0.6316,IND,East,Home,Win,26,21,0.8077
Spooner,Bill,ATL,Away,Loss,19,12,0.6316,IND,East,Home,Win,26,21,0.8077
Ayotte,Mark,ATL,Away,Loss,19,12,0.6316,IND,East,Home,Win,26,21,0.8077
Zarba,Zach,IND,Home,Win,26,21,0.8077,ATL,East,Away,Loss,19,12,0.6316
Spooner,Bill,IND,Home,Win,26,21,0.8077,ATL,East,Away,Loss,19,12,0.6316
Ayotte,Mark,IND,Home,Win,26,21,0.8077,ATL,East,Away,Loss,19,12,0.6316
Wood,Leon,CLE,Away,Win,33,28,0.8485,PHI,East,Home,Loss,27,18,0.6667
Capers,James,CLE,Away,Win,33,28,0.8485,PHI,East,Home,Loss,27,18,0.6667
Bavetta,Dick,CLE,Away,Win,33,28,0.8485,PHI,East,Home,Loss,27,18,0.6667
Wood,Leon,PHI,Home,Loss,27,18,0.6667,CLE,East,Away,Win,33,28,0.8485
Capers,James,PHI,Home,Loss,27,18,0.6667,CLE,East,Away,Win,33,28,0.8485
Bavetta,Dick,PHI,Home,Loss,27,18,0.6667,CLE,East,Away,Win,33,28,0.8485
Stafford,Derrick,TOR,Away,Win,15,12,0.8,WAS,East,Home,Loss,21,13,0.619
Tiven,Josh,TOR,Away,Win,15,12,0.8,WAS,East,Home,Loss,21,13,0.619
Anderson,Steven,TOR,Away,Win,15,12,0.8,WAS,East,Home,Loss,21,13,0.619
Stafford,Derrick,WAS,Home,Loss,21,13,0.619,TOR,East,Away,Win,15,12,0.8
Tiven,Josh,WAS,Home,Loss,21,13,0.619,TOR,East,Away,Win,15,12,0.8
Anderson,Steven,WAS,Home,Loss,21,13,0.619,TOR,East,Away,Win,15,12,0.8
Jones,David,CHA,Away,Win,37,23,0.6216,DET,East,Home,Loss,23,13,0.5652
Brown,Tony,CHA,Away,Win,37,23,0.6216,DET,East,Home,Loss,23,13,0.5652
Lane,Karl,CHA,Away,Win,37,23,0.6216,DET,East,Home,Loss,23,13,0.5652
Jones,David,DET,Home,Loss,23,13,0.5652,CHA,East,Away,Win,37,23,0.6216
Brown,Tony,DET,Home,Loss,23,13,0.5652,CHA,East,Away,Win,37,23,0.6216
Lane,Karl,DET,Home,Loss,23,13,0.5652,CHA,East,Away,Win,37,23,0.6216
Kennedy,Bill,NY,Away,Loss,20,17,0.85,MEM,West,Home,Win,24,18,0.75
Richardson,Derek,NY,Away,Loss,20,17,0.85,MEM,West,Home,Win,24,18,0.75
Lindsay,Mark,NY,Away,Loss,20,17,0.85,MEM,West,Home,Win,24,18,0.75
Kennedy,Bill,MEM,Home,Win,24,18,0.75,NY,East,Away,Loss,20,17,0.85
Richardson,Derek,MEM,Home,Win,24,18,0.75,NY,East,Away,Loss,20,17,0.85
Lindsay,Mark,MEM,Home,Win,24,18,0.75,NY,East,Away,Loss,20,17,0.85
Callahan,Mike,ORL,Away,Loss,16,9,0.5625,MIL,East,Home,Win,30,22,0.7333
Kogut,Marat,ORL,Away,Loss,16,9,0.5625,MIL,East,Home,Win,30,22,0.7333
Scott,Kevin,ORL,Away,Loss,16,9,0.5625,MIL,East,Home,Win,30,22,0.7333
Callahan,Mike,MIL,Home,Win,30,22,0.7333,ORL,East,Away,Loss,16,9,0.5625
Kogut,Marat,MIL,Home,Win,30,22,0.7333,ORL,East,Away,Loss,16,9,0.5625
Scott,Kevin,MIL,Home,Win,30,22,0.7333,ORL,East,Away,Loss,16,9,0.5625
Malloy,Ed,MIA,Away,Win,24,19,0.7917,DAL,West,Home,Loss,32,29,0.9063
Lewis,Eric,MIA,Away,Win,24,19,0.7917,DAL,West,Home,Loss,32,29,0.9063
Guthrie,David,MIA,Away,Win,24,19,0.7917,DAL,West,Home,Loss,32,29,0.9063
Malloy,Ed,DAL,Home,Loss,32,29,0.9063,MIA,East,Away,Win,24,19,0.7917
Lewis,Eric,DAL,Home,Loss,32,29,0.9063,MIA,East,Away,Win,24,19,0.7917
Guthrie,David,DAL,Home,Loss,32,29,0.9063,MIA,East,Away,Win,24,19,0.7917
Adams,Bennie,PHO,Away,Win,39,31,0.7949,DEN,West,Home,Loss,37,26,0.7027
Washington,Tom,PHO,Away,Win,39,31,0.7949,DEN,West,Home,Loss,37,26,0.7027
Twardoski,Scott,PHO,Away,Win,39,31,0.7949,DEN,West,Home,Loss,37,26,0.7027
Adams,Bennie,DEN,Home,Loss,37,26,0.7027,PHO,West,Away,Win,39,31,0.7949
Washington,Tom,DEN,Home,Loss,37,26,0.7027,PHO,West,Away,Win,39,31,0.7949
Twardoski,Scott,DEN,Home,Loss,37,26,0.7027,PHO,West,Away,Win,39,31,0.7949
Brothers,Tony,SA,Away,Win,21,16,0.7619,LAC,West,Home,Loss,38,27,0.7105
Goble,John,SA,Away,Win,21,16,0.7619,LAC,West,Home,Loss,38,27,0.7105
Fitzgerald,Kane,SA,Away,Win,21,16,0.7619,LAC,West,Home,Loss,38,27,0.7105
Brothers,Tony,LAC,Home,Loss,38,27,0.7105,SA,West,Away,Win,21,16,0.7619
Goble,John,LAC,Home,Loss,38,27,0.7105,SA,West,Away,Win,21,16,0.7619
Fitzgerald,Kane,LAC,Home,Loss,38,27,0.7105,SA,West,Away,Win,21,16,0.7619
Corbin,Sean,DET,Away,Loss,20,14,0.7,CHA,East,Home,Win,31,24,0.7742
Guthrie,David,DET,Away,Loss,20,14,0.7,CHA,East,Home,Win,31,24,0.7742
Workman,Haywoode,DET,Away,Loss,20,14,0.7,CHA,East,Home,Win,31,24,0.7742
Corbin,Sean,CHA,Home,Win,31,24,0.7742,DET,East,Away,Loss,20,14,0.7
Guthrie,David,CHA,Home,Win,31,24,0.7742,DET,East,Away,Loss,20,14,0.7
Workman,Haywoode,CHA,Home,Win,31,24,0.7742,DET,East,Away,Loss,20,14,0.7
Smith,Michael,ORL,Away,Loss,24,17,0.7083,CLE,East,Home,Win,37,30,0.8108
Cutler,Kevin,ORL,Away,Loss,24,17,0.7083,CLE,East,Home,Win,37,30,0.8108
Tiven,Josh,ORL,Away,Loss,24,17,0.7083,CLE,East,Home,Win,37,30,0.8108
Smith,Michael,CLE,Home,Win,37,30,0.8108,ORL,East,Away,Loss,24,17,0.7083
Cutler,Kevin,CLE,Home,Win,37,30,0.8108,ORL,East,Away,Loss,24,17,0.7083
Tiven,Josh,CLE,Home,Win,37,30,0.8108,ORL,East,Away,Loss,24,17,0.7083
Foster,Scott,CHI,Away,Win,20,15,0.75,TOR,East,Home,Loss,23,19,0.8261
Poole,Olandis,CHI,Away,Win,20,15,0.75,TOR,East,Home,Loss,23,19,0.8261
Scott,Kevin,CHI,Away,Win,20,15,0.75,TOR,East,Home,Loss,23,19,0.8261
Foster,Scott,TOR,Home,Loss,23,19,0.8261,CHI,East,Away,Win,20,15,0.75
Poole,Olandis,TOR,Home,Loss,23,19,0.8261,CHI,East,Away,Win,20,15,0.75
Scott,Kevin,TOR,Home,Loss,23,19,0.8261,CHI,East,Away,Win,20,15,0.75
Salvatore,Bennett,WAS,Away,Win,11,9,0.8182,ATL,East,Home,Loss,30,25,0.8333
Lewis,Eric,WAS,Away,Win,11,9,0.8182,ATL,East,Home,Loss,30,25,0.8333
Buchert,Nick,WAS,Away,Win,11,9,0.8182,ATL,East,Home,Loss,30,25,0.8333
Salvatore,Bennett,ATL,Home,Loss,30,25,0.8333,WAS,East,Away,Win,11,9,0.8182
