offLNm,offFNm,teamAbbr,teamLoc,teamRslt,teamFTA,teamFTM,teamFT%,opptAbbr,opptConf,opptLoc,opptRslt,opptFTA,opptFTM,opptFT%
Smith,Michael,DET,Away,Loss,16,10,0.625,SAC,West,Home,Win,29,23,0.7931
Maddox,Tre,SAC,Home,Win,29,23,0.7931,DET,East,Away,Loss,16,10,0.625
Mauer,Ken,SAC,Home,Win,29,23,0.7931,DET,East,Away,Loss,16,10,0.625
Smith,Michael,SAC,Home,Win,29,23,0.7931,DET,East,Away,Loss,16,10,0.625
Dalen,Eric,NY,Away,Loss,10,9,0.9,PHI,East,Home,Win,21,17,0.8095
Boland,Matt,NY,Away,Loss,10,9,0.9,PHI,East,Home,Win,21,17,0.8095
McCutchen,Monty,NY,Away,Loss,10,9,0.9,PHI,East,Home,Win,21,17,0.8095
Dalen,Eric,PHI,Home,Win,21,17,0.8095,NY,East,Away,Loss,10,9,0.9
Boland,Matt,PHI,Home,Win,21,17,0.8095,NY,East,Away,Loss,10,9,0.9
McCutchen,Monty,PHI,Home,Win,21,17,0.8095,NY,East,Away,Loss,10,9,0.9
Brothers,Tony,WAS,Away,Loss,12,8,0.6667,BOS,East,Home,Win,18,14,0.7778
Wood,Leon,WAS,Away,Loss,12,8,0.6667,BOS,East,Home,Win,18,14,0.7778
Callahan,Mike,WAS,Away,Loss,12,8,0.6667,BOS,East,Home,Win,18,14,0.7778
Brothers,Tony,BOS,Home,Win,18,14,0.7778,WAS,East,Away,Loss,12,8,0.6667
Wood,Leon,BOS,Home,Win,18,14,0.7778,WAS,East,Away,Loss,12,8,0.6667
Callahan,Mike,BOS,Home,Win,18,14,0.7778,WAS,East,Away,Loss,12,8,0.6667
Fitzgerald,Kane,HOU,Away,Loss,22,18,0.8182,MIN,West,Home,Win,25,23,0.92
Petraitis,Gediminas,HOU,Away,Loss,22,18,0.8182,MIN,West,Home,Win,25,23,0.92
Wall,Scott,HOU,Away,Loss,22,18,0.8182,MIN,West,Home,Win,25,23,0.92
Fitzgerald,Kane,MIN,Home,Win,25,23,0.92,HOU,West,Away,Loss,22,18,0.8182
Petraitis,Gediminas,MIN,Home,Win,25,23,0.92,HOU,West,Away,Loss,22,18,0.8182
Wall,Scott,MIN,Home,Win,25,23,0.92,HOU,West,Away,Loss,22,18,0.8182
Holtkamp,Lauren,MEM,Away,Loss,21,12,0.5714,OKC,West,Home,Win,29,23,0.7931
Mott,Rodney,MEM,Away,Loss,21,12,0.5714,OKC,West,Home,Win,29,23,0.7931
Crawford,Dan,MEM,Away,Loss,21,12,0.5714,OKC,West,Home,Win,29,23,0.7931
Holtkamp,Lauren,OKC,Home,Win,29,23,0.7931,MEM,West,Away,Loss,21,12,0.5714
Mott,Rodney,OKC,Home,Win,29,23,0.7931,MEM,West,Away,Loss,21,12,0.5714
Crawford,Dan,OKC,Home,Win,29,23,0.7931,MEM,West,Away,Loss,21,12,0.5714
Goble,John,ORL,Away,Loss,18,12,0.6667,LAC,West,Home,Win,26,18,0.6923
Adams,Bennie,ORL,Away,Loss,18,12,0.6667,LAC,West,Home,Win,26,18,0.6923
Richardson,Derek,ORL,Away,Loss,18,12,0.6667,LAC,West,Home,Win,26,18,0.6923
Goble,John,LAC,Home,Win,26,18,0.6923,ORL,East,Away,Loss,18,12,0.6667
Adams,Bennie,LAC,Home,Win,26,18,0.6923,ORL,East,Away,Loss,18,12,0.6667
Richardson,Derek,LAC,Home,Win,26,18,0.6923,ORL,East,Away,Loss,18,12,0.6667
Barnaky,Brent,CLE,Away,Loss,28,21,0.75,POR,West,Home,Win,16,12,0.75
Maddox,Tre,CLE,Away,Loss,28,21,0.75,POR,West,Home,Win,16,12,0.75
Stafford,Derrick,CLE,Away,Loss,28,21,0.75,POR,West,Home,Win,16,12,0.75
Barnaky,Brent,POR,Home,Win,16,12,0.75,CLE,East,Away,Loss,28,21,0.75
Maddox,Tre,POR,Home,Win,16,12,0.75,CLE,East,Away,Loss,28,21,0.75
Stafford,Derrick,POR,Home,Win,16,12,0.75,CLE,East,Away,Loss,28,21,0.75
Lindsay,Mark,IND,Away,Loss,13,12,0.9231,DEN,West,Home,Win,23,21,0.913
Corbin,Sean,IND,Away,Loss,13,12,0.9231,DEN,West,Home,Win,23,21,0.913
Phillips,Jason,IND,Away,Loss,13,12,0.9231,DEN,West,Home,Win,23,21,0.913
Lindsay,Mark,DEN,Home,Win,23,21,0.913,IND,East,Away,Loss,13,12,0.9231
Corbin,Sean,DEN,Home,Win,23,21,0.913,IND,East,Away,Loss,13,12,0.9231
Phillips,Jason,DEN,Home,Win,23,21,0.913,IND,East,Away,Loss,13,12,0.9231
Cutler,Kevin,NO,Away,Win,25,17,0.68,BKN,East,Home,Loss,11,6,0.5455
Buchert,Nick,NO,Away,Win,25,17,0.68,BKN,East,Home,Loss,11,6,0.5455
Kirkland,Courtney,NO,Away,Win,25,17,0.68,BKN,East,Home,Loss,11,6,0.5455
Cutler,Kevin,BKN,Home,Loss,11,6,0.5455,NO,West,Away,Win,25,17,0.68
Buchert,Nick,BKN,Home,Loss,11,6,0.5455,NO,West,Away,Win,25,17,0.68
Kirkland,Courtney,BKN,Home,Loss,11,6,0.5455,NO,West,Away,Win,25,17,0.68
Kogut,Marat,CHI,Away,Loss,21,16,0.7619,NY,East,Home,Win,11,9,0.8182
Malloy,Ed,CHI,Away,Loss,21,16,0.7619,NY,East,Home,Win,11,9,0.8182
Lewis,Eric,CHI,Away,Loss,21,16,0.7619,NY,East,Home,Win,11,9,0.8182
Kogut,Marat,NY,Home,Win,11,9,0.8182,CHI,East,Away,Loss,21,16,0.7619
Malloy,Ed,NY,Home,Win,11,9,0.8182,CHI,East,Away,Loss,21,16,0.7619
Lewis,Eric,NY,Home,Win,11,9,0.8182,CHI,East,Away,Loss,21,16,0.7619
Wright,Sean,LAL,Away,Loss,25,18,0.72,SA,West,Home,Win,29,26,0.8966
Williams,James,LAL,Away,Loss,25,18,0.72,SA,West,Home,Win,29,26,0.8966
Ayotte,Mark,LAL,Away,Loss,25,18,0.72,SA,West,Home,Win,29,26,0.8966
Wright,Sean,SA,Home,Win,29,26,0.8966,LAL,West,Away,Loss,25,18,0.72
Williams,James,SA,Home,Win,29,26,0.8966,LAL,West,Away,Loss,25,18,0.72
Ayotte,Mark,SA,Home,Win,29,26,0.8966,LAL,West,Away,Loss,25,18,0.72
Van Duyne,Justin,DAL,Away,Win,17,12,0.7059,PHO,West,Home,Loss,27,22,0.8148
Richardson,Leroy,DAL,Away,Win,17,12,0.7059,PHO,West,Home,Loss,27,22,0.8148
Davis,Marc,DAL,Away,Win,17,12,0.7059,PHO,West,Home,Loss,27,22,0.8148
Van Duyne,Justin,PHO,Home,Loss,27,22,0.8148,DAL,West,Away,Win,17,12,0.7059
Richardson,Leroy,PHO,Home,Loss,27,22,0.8148,DAL,West,Away,Win,17,12,0.7059
Davis,Marc,PHO,Home,Loss,27,22,0.8148,DAL,West,Away,Win,17,12,0.7059
Barnaky,Brent,DET,Away,Loss,20,15,0.75,GS,West,Home,Win,18,12,0.6667
Garretson,Ron,DET,Away,Loss,20,15,0.75,GS,West,Home,Win,18,12,0.6667
Capers,James,DET,Away,Loss,20,15,0.75,GS,West,Home,Win,18,12,0.6667
Barnaky,Brent,GS,Home,Win,18,12,0.6667,DET,East,Away,Loss,20,15,0.75
Garretson,Ron,GS,Home,Win,18,12,0.6667,DET,East,Away,Loss,20,15,0.75
Capers,James,GS,Home,Win,18,12,0.6667,DET,East,Away,Loss,20,15,0.75
Ford,Tyler,CHA,Away,Loss,32,31,0.9688,PHI,East,Home,Win,20,16,0.8
Kirkland,Courtney,CHA,Away,Loss,32,31,0.9688,PHI,East,Home,Win,20,16,0.8
Brothers,Tony,CHA,Away,Loss,32,31,0.9688,PHI,East,Home,Win,20,16,0.8
Ford,Tyler,PHI,Home,Win,20,16,0.8,CHA,East,Away,Loss,32,31,0.9688
Kirkland,Courtney,PHI,Home,Win,20,16,0.8,CHA,East,Away,Loss,32,31,0.9688
Brothers,Tony,PHI,Home,Win,20,16,0.8,CHA,East,Away,Loss,32,31,0.9688
Scott,Kevin,BKN,Away,Loss,20,16,0.8,TOR,East,Home,Win,21,17,0.8095
Wood,Leon,BKN,Away,Loss,20,16,0.8,TOR,East,Home,Win,21,17,0.8095
Callahan,Mike,BKN,Away,Loss,20,16,0.8,TOR,East,Home,Win,21,17,0.8095
Scott,Kevin,TOR,Home,Win,21,17,0.8095,BKN,East,Away,Loss,20,16,0.8
Wood,Leon,TOR,Home,Win,21,17,0.8095,BKN,East,Away,Loss,20,16,0.8
Callahan,Mike,TOR,Home,Win,21,17,0.8095,BKN,East,Away,Loss,20,16,0.8
Petraitis,Gediminas,BOS,Away,Win,19,14,0.7368,ATL,East,Home,Loss,21,18,0.8571
Mauer,Ken,BOS,Away,Win,19,14,0.7368,ATL,East,Home,Loss,21,18,0.8571
Smith,Michael,BOS,Away,Win,19,14,0.7368,ATL,East,Home,Loss,21,18,0.8571
Petraitis,Gediminas,ATL,Home,Loss,21,18,0.8571,BOS,East,Away,Win,19,14,0.7368
Mauer,Ken,ATL,Home,Loss,21,18,0.8571,BOS,East,Away,Win,19,14,0.7368
Smith,Michael,ATL,Home,Loss,21,18,0.8571,BOS,East,Away,Win,19,14,0.7368
Dalen,Eric,MEM,Away,Win,27,18,0.6667,HOU,West,Home,Loss,36,29,0.8056
Williams,James,MEM,Away,Win,27,18,0.6667,HOU,West,Home,Loss,36,29,0.8056
Washington,Tom,MEM,Away,Win,27,18,0.6667,HOU,West,Home,Loss,36,29,0.8056
Dalen,Eric,HOU,Home,Loss,36,29,0.8056,MEM,West,Away,Win,27,18,0.6667
Williams,James,HOU,Home,Loss,36,29,0.8056,MEM,West,Away,Win,27,18,0.6667
Washington,Tom,HOU,Home,Loss,36,29,0.8056,MEM,West,Away,Win,27,18,0.6667
Goble,Jacyn,MIA,Away,Loss,18,14,0.7778,MIL,East,Home,Win,31,27,0.871
Wall,Scott,MIA,Away,Loss,18,14,0.7778,MIL,East,Home,Win,31,27,0.871
Malloy,Ed,MIA,Away,Loss,18,14,0.7778,MIL,East,Home,Win,31,27,0.871
Goble,Jacyn,MIL,Home,Win,31,27,0.871,MIA,East,Away,Loss,18,14,0.7778
Wall,Scott,MIL,Home,Win,31,27,0.871,MIA,East,Away,Loss,18,14,0.7778
Malloy,Ed,MIL,Home,Win,31,27,0.871,MIA,East,Away,Loss,18,14,0.7778
Guthrie,David,OKC,Away,Loss,21,17,0.8095,MIN,West,Home,Win,14,13,0.9286
Anderson,Steven,OKC,Away,Loss,21,17,0.8095,MIN,West,Home,Win,14,13,0.9286
Lewis,Eric,OKC,Away,Loss,21,17,0.8095,MIN,West,Home,Win,14,13,0.9286
Guthrie,David,MIN,Home,Win,14,13,0.9286,OKC,West,Away,Loss,21,17,0.8095
Anderson,Steven,MIN,Home,Win,14,13,0.9286,OKC,West,Away,Loss,21,17,0.8095
Lewis,Eric,MIN,Home,Win,14,13,0.9286,OKC,West,Away,Loss,21,17,0.8095
Orr,J.T.,ORL,Away,Win,26,23,0.8846,POR,West,Home,Loss,25,21,0.84
Spooner,Bill,ORL,Away,Win,26,23,0.8846,POR,West,Home,Loss,25,21,0.84
Collins,Derrick,ORL,Away,Win,26,23,0.8846,POR,West,Home,Loss,25,21,0.84
Orr,J.T.,POR,Home,Loss,25,21,0.84,ORL,East,Away,Win,26,23,0.8846
Spooner,Bill,POR,Home,Loss,25,21,0.84,ORL,East,Away,Win,26,23,0.8846
Collins,Derrick,POR,Home,Loss,25,21,0.84,ORL,East,Away,Win,26,23,0.8846
Lane,Karl,CLE,Away,Win,22,17,0.7727,SAC,West,Home,Loss,19,15,0.7895
Ervin,Mitchell,CLE,Away,Win,22,17,0.7727,SAC,West,Home,Loss,19,15,0.7895
Kennedy,Bill,CLE,Away,Win,22,17,0.7727,SAC,West,Home,Loss,19,15,0.7895
Lane,Karl,SAC,Home,Loss,19,15,0.7895,CLE,East,Away,Win,22,17,0.7727
Ervin,Mitchell,SAC,Home,Loss,19,15,0.7895,CLE,East,Away,Win,22,17,0.7727
Kennedy,Bill,SAC,Home,Loss,19,15,0.7895,CLE,East,Away,Win,22,17,0.7727
Tiven,Josh,DET,Away,Loss,16,11,0.6875,UTA,West,Home,Win,13,8,0.6154
Smith,Aaron,DET,Away,Loss,16,11,0.6875,UTA,West,Home,Win,13,8,0.6154
Stafford,Derrick,DET,Away,Loss,16,11,0.6875,UTA,West,Home,Win,13,8,0.6154
Tiven,Josh,UTA,Home,Win,13,8,0.6154,DET,East,Away,Loss,16,11,0.6875
Smith,Aaron,UTA,Home,Win,13,8,0.6154,DET,East,Away,Loss,16,11,0.6875
Stafford,Derrick,UTA,Home,Win,13,8,0.6154,DET,East,Away,Loss,16,11,0.6875
Workman,Haywoode,LAL,Away,Loss,27,15,0.5556,LAC,West,Home,Win,8,7,0.875
Barnaky,Brent,LAL,Away,Loss,27,15,0.5556,LAC,West,Home,Win,8,7,0.875
Mott,Rodney,LAL,Away,Loss,27,15,0.5556,LAC,West,Home,Win,8,7,0.875
Workman,Haywoode,LAC,Home,Win,8,7,0.875,LAL,West,Away,Loss,27,15,0.5556
Barnaky,Brent,LAC,Home,Win,8,7,0.875,LAL,West,Away,Loss,27,15,0.5556
Mott,Rodney,LAC,Home,Win,8,7,0.875,LAL,West,Away,Loss,27,15,0.5556
Goble,John,NO,Away,Loss,21,14,0.6667,CHI,East,Home,Win,23,13,0.5652
Taylor,Dedric,NO,Away,Loss,21,14,0.6667,CHI,East,Home,Win,23,13,0.5652
Boland,Matt,NO,Away,Loss,21,14,0.6667,CHI,East,Home,Win,23,13,0.5652
Goble,John,CHI,Home,Win,23,13,0.5652,NO,West,Away,Loss,21,14,0.6667
Taylor,Dedric,CHI,Home,Win,23,13,0.5652,NO,West,Away,Loss,21,14,0.6667
Boland,Matt,CHI,Home,Win,23,13,0.5652,NO,West,Away,Loss,21,14,0.6667
Kogut,Marat,SA,Away,Loss,34,24,0.7059,PHO,West,Home,Win,24,22,0.9167
Buchert,Nick,SA,Away,Loss,34,24,0.7059,PHO,West,Home,Win,24,22,0.9167
Crawford,Dan,SA,Away,Loss,34,24,0.7059,PHO,West,Home,Win,24,22,0.9167
Kogut,Marat,PHO,Home,Win,24,22,0.9167,SA,West,Away,Loss,34,24,0.7059
Buchert,Nick,PHO,Home,Win,24,22,0.9167,SA,West,Away,Loss,34,24,0.7059
Crawford,Dan,PHO,Home,Win,24,22,0.9167,SA,West,Away,Loss,34,24,0.7059
Wright,Sean,PHI,Away,Loss,21,11,0.5238,WAS,East,Home,Win,18,13,0.7222
Cutler,Kevin,PHI,Away,Loss,21,11,0.5238,WAS,East,Home,Win,18,13,0.7222
Scott,Kevin,PHI,Away,Loss,21,11,0.5238,WAS,East,Home,Win,18,13,0.7222
Wright,Sean,WAS,Home,Win,18,13,0.7222,PHI,East,Away,Loss,21,11,0.5238
Cutler,Kevin,WAS,Home,Win,18,13,0.7222,PHI,East,Away,Loss,21,11,0.5238
Scott,Kevin,WAS,Home,Win,18,13,0.7222,PHI,East,Away,Loss,21,11,0.5238
Fitzgerald,Kane,ORL,Away,Loss,27,19,0.7037,UTA,West,Home,Win,36,25,0.6944
Lane,Karl,ORL,Away,Loss,27,19,0.7037,UTA,West,Home,Win,36,25,0.6944
Blair,Curtis,ORL,Away,Loss,27,19,0.7037,UTA,West,Home,Win,36,25,0.6944
Fitzgerald,Kane,UTA,Home,Win,36,25,0.6944,ORL,East,Away,Loss,27,19,0.7037
Lane,Karl,UTA,Home,Win,36,25,0.6944,ORL,East,Away,Loss,27,19,0.7037
Blair,Curtis,UTA,Home,Win,36,25,0.6944,ORL,East,Away,Loss,27,19,0.7037
Taylor,Ben,MIL,Away,Loss,18,14,0.7778,ATL,East,Home,Win,18,14,0.7778
Wood,Leon,MIL,Away,Loss,18,14,0.7778,ATL,East,Home,Win,18,14,0.7778
Capers,James,MIL,Away,Loss,18,14,0.7778,ATL,East,Home,Win,18,14,0.7778
Taylor,Ben,ATL,Home,Win,18,14,0.7778,MIL,East,Away,Loss,18,14,0.7778
Wood,Leon,ATL,Home,Win,18,14,0.7778,MIL,East,Away,Loss,18,14,0.7778
Capers,James,ATL,Home,Win,18,14,0.7778,MIL,East,Away,Loss,18,14,0.7778
Mauer,Ken,NY,Away,Loss,27,19,0.7037,TOR,East,Home,Win,23,20,0.8696
Smith,Michael,NY,Away,Loss,27,19,0.7037,TOR,East,Home,Win,23,20,0.8696
Wall,Scott,NY,Away,Loss,27,19,0.7037,TOR,East,Home,Win,23,20,0.8696
Mauer,Ken,TOR,Home,Win,23,20,0.8696,NY,East,Away,Loss,27,19,0.7037
Smith,Michael,TOR,Home,Win,23,20,0.8696,NY,East,Away,Loss,27,19,0.7037
Wall,Scott,TOR,Home,Win,23,20,0.8696,NY,East,Away,Loss,27,19,0.7037
Williams,James,MIN,Away,Loss,18,12,0.6667,DAL,West,Home,Win,19,14,0.7368
Twardoski,Scott,MIN,Away,Loss,18,12,0.6667,DAL,West,Home,Win,19,14,0.7368
Kennedy,Bill,MIN,Away,Loss,18,12,0.6667,DAL,West,Home,Win,19,14,0.7368
Williams,James,DAL,Home,Win,19,14,0.7368,MIN,West,Away,Loss,18,12,0.6667
Twardoski,Scott,DAL,Home,Win,19,14,0.7368,MIN,West,Away,Loss,18,12,0.6667
Kennedy,Bill,DAL,Home,Win,19,14,0.7368,MIN,West,Away,Loss,18,12,0.6667
Washington,C.J.,HOU,Away,Win,32,24,0.75,BKN,East,Home,Loss,19,15,0.7895
Boland,Matt,HOU,Away,Win,32,24,0.75,BKN,East,Home,Loss,19,15,0.7895
McCutchen,Monty,HOU,Away,Win,32,24,0.75,BKN,East,Home,Loss,19,15,0.7895
Washington,C.J.,BKN,Home,Loss,19,15,0.7895,HOU,West,Away,Win,32,24,0.75
Boland,Matt,BKN,Home,Loss,19,15,0.7895,HOU,West,Away,Win,32,24,0.75
McCutchen,Monty,BKN,Home,Loss,19,15,0.7895,HOU,West,Away,Win,32,24,0.75
Callahan,Mike,CHI,Away,Win,35,24,0.6857,MEM,West,Home,Loss,13,13,1
Brown,Tony,CHI,Away,Win,35,24,0.6857,MEM,West,Home,Loss,13,13,1
Richardson,Derek,CHI,Away,Win,35,24,0.6857,MEM,West,Home,Loss,13,13,1
Callahan,Mike,MEM,Home,Loss,13,13,1,CHI,East,Away,Win,35,24,0.6857
Brown,Tony,MEM,Home,Loss,13,13,1,CHI,East,Away,Win,35,24,0.6857
Richardson,Derek,MEM,Home,Loss,13,13,1,CHI,East,Away,Win,35,24,0.6857
Tiven,Josh,OKC,Away,Win,41,33,0.8049,SAC,West,Home,Loss,40,35,0.875
Orr,J.T.,OKC,Away,Win,41,33,0.8049,SAC,West,Home,Loss,40,35,0.875
Stafford,Derrick,OKC,Away,Win,41,33,0.8049,SAC,West,Home,Loss,40,35,0.875
Tiven,Josh,SAC,Home,Loss,40,35,0.875,OKC,West,Away,Win,41,33,0.8049
Orr,J.T.,SAC,Home,Loss,40,35,0.875,OKC,West,Away,Win,41,33,0.8049
Stafford,Derrick,SAC,Home,Loss,40,35,0.875,OKC,West,Away,Win,41,33,0.8049
Blair,Curtis,DET,Away,Win,16,11,0.6875,LAL,West,Home,Loss,24,19,0.7917
Davis,Marc,DET,Away,Win,16,11,0.6875,LAL,West,Home,Loss,24,19,0.7917
Collins,Derrick,DET,Away,Win,16,11,0.6875,LAL,West,Home,Loss,24,19,0.7917
Blair,Curtis,LAL,Home,Loss,24,19,0.7917,DET,East,Away,Win,16,11,0.6875
Davis,Marc,LAL,Home,Loss,24,19,0.7917,DET,East,Away,Win,16,11,0.6875
Collins,Derrick,LAL,Home,Loss,24,19,0.7917,DET,East,Away,Win,16,11,0.6875
Wright,Sean,ATL,Away,Win,23,16,0.6957,NY,East,Home,Loss,23,15,0.6522
Scott,Kevin,ATL,Away,Win,23,16,0.6957,NY,East,Home,Loss,23,15,0.6522
Maddox,Tre,ATL,Away,Win,23,16,0.6957,NY,East,Home,Loss,23,15,0.6522
Wright,Sean,NY,Home,Loss,23,15,0.6522,ATL,East,Away,Win,23,16,0.6957
Scott,Kevin,NY,Home,Loss,23,15,0.6522,ATL,East,Away,Win,23,16,0.6957
Maddox,Tre,NY,Home,Loss,23,15,0.6522,ATL,East,Away,Win,23,16,0.6957
Lindsay,Mark,POR,Away,Loss,25,19,0.76,WAS,East,Home,Win,25,23,0.92
Smith,Aaron,POR,Away,Loss,25,19,0.76,WAS,East,Home,Win,25,23,0.92
Phillips,Jason,POR,Away,Loss,25,19,0.76,WAS,East,Home,Win,25,23,0.92
Lindsay,Mark,WAS,Home,Win,25,23,0.92,POR,West,Away,Loss,25,19,0.76
Smith,Aaron,WAS,Home,Win,25,23,0.92,POR,West,Away,Loss,25,19,0.76
Phillips,Jason,WAS,Home,Win,25,23,0.92,POR,West,Away,Loss,25,19,0.76
Goble,John,PHI,Away,Win,36,29,0.8056,MIL,East,Home,Loss,22,15,0.6818
Barnaky,Brent,PHI,Away,Win,36,29,0.8056,MIL,East,Home,Loss,22,15,0.6818
Anderson,Steven,PHI,Away,Win,36,29,0.8056,MIL,East,Home,Loss,22,15,0.6818
Goble,John,MIL,Home,Loss,22,15,0.6818,PHI,East,Away,Win,36,29,0.8056
Barnaky,Brent,MIL,Home,Loss,22,15,0.6818,PHI,East,Away,Win,36,29,0.8056
Anderson,Steven,MIL,Home,Loss,22,15,0.6818,PHI,East,Away,Win,36,29,0.8056
Richardson,Leroy,NO,Away,Loss,18,13,0.7222,IND,East,Home,Win,16,11,0.6875
Brothers,Tony,NO,Away,Loss,18,13,0.7222,IND,East,Home,Win,16,11,0.6875
Ayotte,Mark,NO,Away,Loss,18,13,0.7222,IND,East,Home,Win,16,11,0.6875
Richardson,Leroy,IND,Home,Win,16,11,0.6875,NO,West,Away,Loss,18,13,0.7222
Brothers,Tony,IND,Home,Win,16,11,0.6875,NO,West,Away,Loss,18,13,0.7222
Ayotte,Mark,IND,Home,Win,16,11,0.6875,NO,West,Away,Loss,18,13,0.7222
Buchert,Nick,ORL,Away,Loss,18,14,0.7778,DEN,West,Home,Win,15,12,0.8
Van Duyne,Justin,ORL,Away,Loss,18,14,0.7778,DEN,West,Home,Win,15,12,0.8
Washington,Tom,ORL,Away,Loss,18,14,0.7778,DEN,West,Home,Win,15,12,0.8
Buchert,Nick,DEN,Home,Win,15,12,0.8,ORL,East,Away,Loss,18,14,0.7778
Van Duyne,Justin,DEN,Home,Win,15,12,0.8,ORL,East,Away,Loss,18,14,0.7778
Washington,Tom,DEN,Home,Win,15,12,0.8,ORL,East,Away,Loss,18,14,0.7778
Cutler,Kevin,CHA,Away,Loss,17,14,0.8235,BOS,East,Home,Win,10,9,0.9
Corbin,Sean,CHA,Away,Loss,17,14,0.8235,BOS,East,Home,Win,10,9,0.9
Spooner,Bill,CHA,Away,Loss,17,14,0.8235,BOS,East,Home,Win,10,9,0.9
Cutler,Kevin,BOS,Home,Win,10,9,0.9,CHA,East,Away,Loss,17,14,0.8235
Corbin,Sean,BOS,Home,Win,10,9,0.9,CHA,East,Away,Loss,17,14,0.8235
Spooner,Bill,BOS,Home,Win,10,9,0.9,CHA,East,Away,Loss,17,14,0.8235
Adams,Bennie,CLE,Away,Loss,27,20,0.7407,GS,West,Home,Win,24,19,0.7917
Malloy,Ed,CLE,Away,Loss,27,20,0.7407,GS,West,Home,Win,24,19,0.7917
Lewis,Eric,CLE,Away,Loss,27,20,0.7407,GS,West,Home,Win,24,19,0.7917
Adams,Bennie,GS,Home,Win,24,19,0.7917,CLE,East,Away,Loss,27,20,0.7407
Malloy,Ed,GS,Home,Win,24,19,0.7917,CLE,East,Away,Loss,27,20,0.7407
Lewis,Eric,GS,Home,Win,24,19,0.7917,CLE,East,Away,Loss,27,20,0.7407
Workman,Haywoode,UTA,Away,Win,24,16,0.6667,PHO,West,Home,Loss,17,16,0.9412
Mott,Rodney,UTA,Away,Win,24,16,0.6667,PHO,West,Home,Loss,17,16,0.9412
Collins,Derrick,UTA,Away,Win,24,16,0.6667,PHO,West,Home,Loss,17,16,0.9412
Workman,Haywoode,PHO,Home,Loss,17,16,0.9412,UTA,West,Away,Win,24,16,0.6667
Mott,Rodney,PHO,Home,Loss,17,16,0.9412,UTA,West,Away,Win,24,16,0.6667
Collins,Derrick,PHO,Home,Loss,17,16,0.9412,UTA,West,Away,Win,24,16,0.6667
Lane,Karl,OKC,Away,Loss,19,16,0.8421,LAC,West,Home,Win,22,18,0.8182
Garretson,Ron,OKC,Away,Loss,19,16,0.8421,LAC,West,Home,Win,22,18,0.8182
Davis,Marc,OKC,Away,Loss,19,16,0.8421,LAC,West,Home,Win,22,18,0.8182
Lane,Karl,LAC,Home,Win,22,18,0.8182,OKC,West,Away,Loss,19,16,0.8421
Garretson,Ron,LAC,Home,Win,22,18,0.8182,OKC,West,Away,Loss,19,16,0.8421
Davis,Marc,LAC,Home,Win,22,18,0.8182,OKC,West,Away,Loss,19,16,0.8421
Guthrie,David,TOR,Away,Win,16,13,0.8125,BKN,East,Home,Loss,24,22,0.9167
Holtkamp,Lauren,TOR,Away,Win,16,13,0.8125,BKN,East,Home,Loss,24,22,0.9167
Kennedy,Bill,TOR,Away,Win,16,13,0.8125,BKN,East,Home,Loss,24,22,0.9167
Guthrie,David,BKN,Home,Loss,24,22,0.9167,TOR,East,Away,Win,16,13,0.8125
Holtkamp,Lauren,BKN,Home,Loss,24,22,0.9167,TOR,East,Away,Win,16,13,0.8125
Kennedy,Bill,BKN,Home,Loss,24,22,0.9167,TOR,East,Away,Win,16,13,0.8125
Fitzgerald,Kane,HOU,Away,Loss,28,22,0.7857,MIA,East,Home,Win,24,16,0.6667
Twardoski,Scott,HOU,Away,Loss,28,22,0.7857,MIA,East,Home,Win,24,16,0.6667
Brown,Tony,HOU,Away,Loss,28,22,0.7857,MIA,East,Home,Win,24,16,0.6667
Fitzgerald,Kane,MIA,Home,Win,24,16,0.6667,HOU,West,Away,Loss,28,22,0.7857
Twardoski,Scott,MIA,Home,Win,24,16,0.6667,HOU,West,Away,Loss,28,22,0.7857
Brown,Tony,MIA,Home,Win,24,16,0.6667,HOU,West,Away,Loss,28,22,0.7857
Forte,Brian,DAL,Away,Win,18,14,0.7778,CHI,East,Home,Loss,22,18,0.8182
Nansel,Brett,DAL,Away,Win,18,14,0.7778,CHI,East,Home,Loss,22,18,0.8182
Capers,James,DAL,Away,Win,18,14,0.7778,CHI,East,Home,Loss,22,18,0.8182
Forte,Brian,CHI,Home,Loss,22,18,0.8182,DAL,West,Away,Win,18,14,0.7778
Nansel,Brett,CHI,Home,Loss,22,18,0.8182,DAL,West,Away,Win,18,14,0.7778
Capers,James,CHI,Home,Loss,22,18,0.8182,DAL,West,Away,Win,18,14,0.7778
Mauer,Ken,MIN,Away,Loss,41,36,0.878,SA,West,Home,Win,35,28,0.8
Smith,Michael,MIN,Away,Loss,41,36,0.878,SA,West,Home,Win,35,28,0.8
Richardson,Derek,MIN,Away,Loss,41,36,0.878,SA,West,Home,Win,35,28,0.8
Mauer,Ken,SA,Home,Win,35,28,0.8,MIN,West,Away,Loss,41,36,0.878
Smith,Michael,SA,Home,Win,35,28,0.8,MIN,West,Away,Loss,41,36,0.878
Richardson,Derek,SA,Home,Win,35,28,0.8,MIN,West,Away,Loss,41,36,0.878
Kogut,Marat,DEN,Away,Win,26,16,0.6154,LAL,West,Home,Loss,18,16,0.8889
Tiven,Josh,DEN,Away,Win,26,16,0.6154,LAL,West,Home,Loss,18,16,0.8889
Malloy,Ed,DEN,Away,Win,26,16,0.6154,LAL,West,Home,Loss,18,16,0.8889
