"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"8556","2016-01-14","20:00","Regular","MEM","DET","Home",19,21,"Rodney Mott","Mark Lindsay","Ben Taylor"
"8558","2016-01-14","20:00","Regular","SA","CLE","Home",16,23,"Courtney Kirkland","Ron Garretson","Brent Barnaky"
"8560","2016-01-14","21:00","Regular","UTA","SAC","Home",26,29,"Leroy Richardson","Haywoode Workman","James Capers"
"8562","2016-01-14","22:30","Regular","GS","LAL","Home",17,19,"Scott Foster","Matt Boland","Curtis Blair"
"8564","2016-01-15","19:00","Regular","IND","WAS","Home",12,29,"Michael Smith","Nick Buchert","Tre Maddox"
"8566","2016-01-15","19:00","Regular","OKC","MIN","Home",21,19,"Monty McCutchen","Eric Lewis","J.T. Orr"
"8568","2016-01-15","19:30","Regular","BOS","PHO","Home",19,22,"James Williams","Brian Forte","Gediminas Petraitis"
"8570","2016-01-15","19:30","Regular","BKN","POR","Home",10,18,"Ken Mauer","Tony Brown","Eli Roe"
"8572","2016-01-15","20:00","Regular","CHI","DAL","Home",19,16,"Tony Brothers","Scott Wall","Justin Van Duyne"
"8574","2016-01-15","20:00","Regular","MIL","ATL","Home",14,25,"Marc Davis","Eric Dalen","Steven Anderson"
"8576","2016-01-15","20:00","Regular","NO","CHA","Home",15,17,"Derrick Stafford","Derrick Collins","Marat Kogut"
"8578","2016-01-15","21:00","Regular","DEN","MIA","Home",18,20,"Sean Corbin","Haywoode Workman","Scott Twardoski"
"8580","2016-01-15","21:30","Regular","HOU","CLE","Home",20,24,"David Jones","Derek Richardson","John Goble"
"8582","2016-01-16","19:00","Regular","CHA","MIL","Home",20,15,"Mike Callahan","Kevin Scott","Aaron Smith"
"8584","2016-01-16","19:00","Regular","WAS","BOS","Home",27,25,"Tony Brothers","Josh Tiven","Tyler Ford"
"8586","2016-01-16","19:30","Regular","ATL","BKN","Home",20,17,"Leroy Richardson","Rodney Mott","Tre Maddox"
"8588","2016-01-16","19:30","Regular","DET","GS","Home",22,16,"Courtney Kirkland","Brian Forte","Dedric Taylor"
"8590","2016-01-16","19:30","Regular","PHI","POR","Home",25,22,"Bennie Adams","Leon Wood","Jason Phillips"
"8592","2016-01-16","20:00","Regular","MEM","NY","Home",19,20,"Ron Garretson","Brent Barnaky","Curtis Blair"
"8594","2016-01-16","21:00","Regular","UTA","LAL","Home",17,14,"Dan Crawford","David Guthrie","Kevin Cutler"
"8596","2016-01-16","22:30","Regular","LAC","SAC","Home",24,19,"Matt Boland","Ed Malloy","Scott Twardoski"
"8598","2016-01-17","15:30","Regular","MIN","PHO","Home",25,29,"Sean Wright","Nick Buchert","Justin Van Duyne"
"8600","2016-01-17","19:00","Regular","OKC","MIA","Home",13,12,"Derrick Stafford","Derek Richardson","Brent Barnaky"
"8602","2016-01-17","19:00","Regular","SA","DAL","Home",21,23,"Michael Smith","Sean Corbin","John Goble"
"8604","2016-01-17","20:00","Regular","DEN","IND","Home",26,29,"Bill Kennedy","David Guthrie","Brett Nansel"
"8606","2016-01-17","21:30","Regular","LAL","HOU","Home",16,19,"Scott Wall","Ed Malloy","Haywoode Workman"
"8608","2016-01-18","13:00","Regular","NY","PHI","Home",19,25,"Eric Lewis","Josh Tiven","Karl Lane"
"8610","2016-01-18","14:00","Regular","CHA","UTA","Home",18,28,"Leon Wood","Jason Phillips","Mark Lindsay"
"8612","2016-01-18","14:00","Regular","WAS","POR","Home",16,24,"Leroy Richardson","Mike Callahan","Ben Taylor"
"8614","2016-01-18","14:30","Regular","MEM","NO","Home",25,22,"Zach Zarba","Brian Forte","Lauren Holtkamp"
"8616","2016-01-18","15:30","Regular","DET","CHI","Home",16,16,"David Jones","Sean Wright","Marat Kogut"
"8618","2016-01-18","17:00","Regular","ATL","ORL","Home",20,13,"Bennie Adams","Eli Roe","James Capers"
"8620","2016-01-18","19:30","Regular","TOR","BKN","Home",17,18,"Courtney Kirkland","Marc Davis","Steven Anderson"
"8622","2016-01-18","20:00","Regular","CLE","GS","Home",25,25,"Ken Mauer","Kane Fitzgerald","Tre Maddox"
"8624","2016-01-18","20:30","Regular","DAL","BOS","Home",21,30,"Rodney Mott","Eric Dalen","Kevin Cutler"
"8626","2016-01-18","22:30","Regular","LAC","HOU","Home",30,28,"Dan Crawford","J.T. Orr","James Williams"
"8628","2016-01-19","19:30","Regular","MIA","MIL","Home",14,19,"Bill Kennedy","Brent Barnaky","Mitchell Ervin"
"8630","2016-01-19","20:00","Regular","NO","MIN","Home",24,21,"Tom Washington","Derek Richardson","Mark Ayotte"
"8632","2016-01-19","21:00","Regular","DEN","OKC","Home",25,28,"Michael Smith","Matt Boland","Justin Van Duyne"
"8634","2016-01-19","21:00","Regular","PHO","IND","Home",23,23,"Tony Brothers","Scott Wall","Scott Twardoski"
"8636","2016-01-20","19:00","Regular","ORL","PHI","Home",14,19,"Mike Callahan","Bill Kennedy","Eric Dalen"
"8638","2016-01-20","19:00","Regular","WAS","MIA","Home",19,16,"David Jones","Leon Wood","James Capers"
"8640","2016-01-20","19:30","Regular","BKN","CLE","Home",16,13,"Scott Foster","Mark Lindsay","Curtis Blair"
"8642","2016-01-20","19:30","Regular","NY","UTA","Home",25,22,"John Goble","Kane Fitzgerald","Tyler Ford"
"8644","2016-01-20","19:30","Regular","TOR","BOS","Home",15,19,"Jason Phillips","Tony Brown","Kevin Scott"
"8646","2016-01-20","20:00","Regular","CHI","GS","Home",17,17,"Derrick Stafford","Eric Lewis","Ben Taylor"
"8648","2016-01-20","20:00","Regular","HOU","DET","Home",41,17,"Ken Mauer","Mark Ayotte","Kevin Cutler"
"8650","2016-01-20","20:00","Regular","OKC","CHA","Home",16,21,"Gary Zielinski","Sean Wright","Lauren Holtkamp"
"8652","2016-01-20","20:30","Regular","DAL","MIN","Home",15,21,"Pat Fraher","Marc Davis","Haywoode Workman"
"8654","2016-01-20","22:30","Regular","LAL","SAC","Home",22,23,"Ron Garretson","Josh Tiven","Justin Van Duyne"
"8656","2016-01-20","22:30","Regular","POR","ATL","Home",18,13,"Dan Crawford","James Williams","Gediminas Petraitis"
"8658","2016-01-21","20:00","Regular","CLE","LAC","Home",31,21,"Leroy Richardson","Zach Zarba","Brian Forte"
"8660","2016-01-21","20:00","Regular","NO","DET","Home",17,14,"Sean Corbin","David Guthrie","Eli Roe"
"8662","2016-01-21","21:00","Regular","DEN","MEM","Home",25,23,"Rodney Mott","Scott Wall","Mitchell Ervin"
"8664","2016-01-21","22:00","Regular","SAC","ATL","Home",14,19,"Tony Brothers","Nick Buchert","J.T. Orr"
"8666","2016-01-21","22:30","Regular","PHO","SA","Home",26,21,"Ron Garretson","Bennie Adams","Tre Maddox"
"8668","2016-01-22","19:00","Regular","ORL","CHA","Home",25,19,"Scott Foster","David Jones","Kevin Cutler"
"8670","2016-01-22","19:30","Regular","BOS","CHI","Home",22,19,"Gary Zielinski","John Goble","Lauren Holtkamp"
"8672","2016-01-22","19:30","Regular","BKN","UTA","Home",15,20,"Michael Smith","Kevin Scott","Ben Taylor"
"8674","2016-01-22","19:30","Regular","NY","LAC","Home",22,17,"Derrick Stafford","Matt Boland","Dedric Taylor"
"8676","2016-01-22","20:00","Regular","HOU","MIL","Home",21,17,"Leon Wood","Marc Davis","Tre Maddox"
"8678","2016-01-22","20:00","Regular","TOR","MIA","Home",15,16,"Mike Callahan","Mark Lindsay","Marat Kogut"
"8680","2016-01-22","20:30","Regular","DAL","OKC","Home",15,19,"Bill Kennedy","Eli Roe","James Capers"
"8682","2016-01-22","22:30","Regular","GS","IND","Home",24,20,"Rodney Mott","Josh Tiven","J.T. Orr"
"8684","2016-01-22","22:30","Regular","LAL","SA","Home",12,14,"Tom Washington","Nick Buchert","Gediminas Petraitis"
"8686","2016-01-23","19:00","Regular","CHA","NY","Home",20,26,"Leroy Richardson","Bill Spooner","Brent Barnaky"
"8688","2016-01-23","19:00","Regular","NO","MIL","Home",17,20,"Leon Wood","Jason Phillips","Kevin Cutler"
"8690","2016-01-23","20:00","Regular","MIN","MEM","Home",21,23,"Ken Mauer","Tony Brown","Tyler Ford"
"8692","2016-01-23","20:30","Regular","CLE","CHI","Home",18,18,"Sean Corbin","Dan Crawford","Marat Kogut"
"8694","2016-01-23","21:00","Regular","PHO","ATL","Home",17,17,"Tom Washington","Josh Tiven","Brett Nansel"
"8696","2016-01-23","21:30","Regular","DEN","DET","Home",19,22,"Zach Zarba","Kane Fitzgerald","Scott Twardoski"
"8698","2016-01-23","22:30","Regular","POR","LAL","Home",22,20,"Tony Brothers","Mark Ayotte","Steven Anderson"
"8700","2016-01-23","22:30","Regular","SAC","IND","Home",22,26,"Sean Wright","James Williams","Gediminas Petraitis"
"8702","2016-01-24","15:30","Regular","BKN","OKC","Home",17,19,"Derrick Stafford","Derek Richardson","Dedric Taylor"
"8704","2016-01-24","15:30","Regular","HOU","DAL","Home",21,20,"Scott Foster","Nick Buchert","Justin Van Duyne"
"8706","2016-01-24","18:00","Regular","TOR","LAC","Home",26,28,"Bennie Adams","Michael Smith","Eric Dalen"
"8708","2016-01-24","19:00","Regular","PHI","BOS","Home",20,17,"Matt Boland","Brian Forte","Kevin Scott"
"8710","2016-01-25","19:00","Regular","CLE","MIN","Home",18,24,"Gary Zielinski","Eli Roe","John Goble"
"8712","2016-01-25","19:00","Regular","WAS","BOS","Home",19,23,"Pat Fraher","Mark Lindsay","Curtis Blair"
"8714","2016-01-25","20:00","Regular","CHI","MIA","Home",18,15,"Leroy Richardson","Tony Brown","Bill Spooner"
"8716","2016-01-25","20:00","Regular","MEM","ORL","Home",16,22,"Ron Garretson","David Guthrie","J.T. Orr"
"8718","2016-01-25","20:00","Regular","NO","HOU","Home",16,20,"Dan Crawford","Kevin Scott","Gediminas Petraitis"
"8720","2016-01-25","21:00","Regular","DEN","ATL","Home",18,24,"Mark Ayotte","Sean Wright","Tre Maddox"
"8722","2016-01-25","21:00","Regular","UTA","DET","Home",26,18,"Bill Kennedy","Josh Tiven","Aaron Smith"
"8724","2016-01-25","22:00","Regular","SAC","CHA","Home",31,31,"Zach Zarba","Kane Fitzgerald","Steven Anderson"
"8726","2016-01-25","22:30","Regular","GS","SA","Home",25,21,"Mike Callahan","James Williams","Scott Twardoski"
