"","ref","team","fouls"
"830","Eric Lewis","NY",507
"831","Eric Lewis","OKC",664
"832","Eric Lewis","ORL",567
"833","Eric Lewis","PHI",570
"834","Eric Lewis","PHO",488
"835","Eric Lewis","POR",572
"836","Eric Lewis","SA",523
"837","Eric Lewis","SAC",527
"838","Eric Lewis","TOR",624
"839","Eric Lewis","UTA",547
"840","Eric Lewis","WAS",528
"841","Gary Zielinski","ATL",532
"842","Gary Zielinski","BKN",388
"843","Gary Zielinski","BOS",393
"844","Gary Zielinski","CHA",389
"845","Gary Zielinski","CHI",414
"846","Gary Zielinski","CLE",385
"847","Gary Zielinski","DAL",497
"848","Gary Zielinski","DEN",656
"849","Gary Zielinski","DET",386
"850","Gary Zielinski","GS",695
"851","Gary Zielinski","HOU",471
"852","Gary Zielinski","IND",513
"853","Gary Zielinski","LAC",648
"854","Gary Zielinski","LAL",606
"855","Gary Zielinski","MEM",462
"856","Gary Zielinski","MIA",442
"857","Gary Zielinski","MIL",511
"858","Gary Zielinski","MIN",522
"859","Gary Zielinski","NO",522
"860","Gary Zielinski","NY",413
"861","Gary Zielinski","OKC",553
"862","Gary Zielinski","ORL",436
"863","Gary Zielinski","PHI",493
"864","Gary Zielinski","PHO",622
"865","Gary Zielinski","POR",644
"866","Gary Zielinski","SA",585
"867","Gary Zielinski","SAC",488
"868","Gary Zielinski","TOR",445
"869","Gary Zielinski","UTA",599
"870","Gary Zielinski","WAS",511
"871","Gediminas Petraitis","ATL",190
"872","Gediminas Petraitis","BKN",194
"873","Gediminas Petraitis","BOS",230
"874","Gediminas Petraitis","CHA",105
"875","Gediminas Petraitis","CHI",127
"876","Gediminas Petraitis","CLE",238
"877","Gediminas Petraitis","DAL",236
"878","Gediminas Petraitis","DEN",340
"879","Gediminas Petraitis","DET",180
"880","Gediminas Petraitis","GS",205
"881","Gediminas Petraitis","HOU",208
"882","Gediminas Petraitis","IND",300
"883","Gediminas Petraitis","LAC",149
"884","Gediminas Petraitis","LAL",255
"885","Gediminas Petraitis","MEM",194
"886","Gediminas Petraitis","MIA",238
"887","Gediminas Petraitis","MIL",232
"888","Gediminas Petraitis","MIN",349
"889","Gediminas Petraitis","NO",155
"890","Gediminas Petraitis","NY",238
"891","Gediminas Petraitis","OKC",217
"892","Gediminas Petraitis","ORL",264
"893","Gediminas Petraitis","PHI",300
"894","Gediminas Petraitis","PHO",212
"895","Gediminas Petraitis","POR",278
"896","Gediminas Petraitis","SA",179
"897","Gediminas Petraitis","SAC",201
"898","Gediminas Petraitis","TOR",257
"899","Gediminas Petraitis","UTA",200
"900","Gediminas Petraitis","WAS",237
"901","Haywoode Workman","ATL",504
"902","Haywoode Workman","BKN",485
"903","Haywoode Workman","BOS",404
"904","Haywoode Workman","CHA",425
"905","Haywoode Workman","CHI",388
"906","Haywoode Workman","CLE",387
"907","Haywoode Workman","DAL",474
"908","Haywoode Workman","DEN",379
"909","Haywoode Workman","DET",350
"910","Haywoode Workman","GS",354
"911","Haywoode Workman","HOU",565
"912","Haywoode Workman","IND",502
"913","Haywoode Workman","LAC",413
"914","Haywoode Workman","LAL",427
"915","Haywoode Workman","MEM",532
"916","Haywoode Workman","MIA",504
"917","Haywoode Workman","MIL",413
"918","Haywoode Workman","MIN",420
"919","Haywoode Workman","NO",429
"920","Haywoode Workman","NY",450
"921","Haywoode Workman","OKC",474
"922","Haywoode Workman","ORL",466
"923","Haywoode Workman","PHI",477
"924","Haywoode Workman","PHO",429
"925","Haywoode Workman","POR",479
"926","Haywoode Workman","SA",400
"927","Haywoode Workman","SAC",476
"928","Haywoode Workman","TOR",421
"929","Haywoode Workman","UTA",284
"930","Haywoode Workman","WAS",546
"931","J.T. Orr","ATL",488
"932","J.T. Orr","BKN",262
"933","J.T. Orr","BOS",585
"934","J.T. Orr","CHA",398
"935","J.T. Orr","CHI",330
"936","J.T. Orr","CLE",389
"937","J.T. Orr","DAL",270
"938","J.T. Orr","DEN",595
"939","J.T. Orr","DET",461
"940","J.T. Orr","GS",562
"941","J.T. Orr","HOU",339
"942","J.T. Orr","IND",386
"943","J.T. Orr","LAC",460
"944","J.T. Orr","LAL",524
"945","J.T. Orr","MEM",448
"946","J.T. Orr","MIA",332
"947","J.T. Orr","MIL",529
"948","J.T. Orr","MIN",504
"949","J.T. Orr","NO",446
"950","J.T. Orr","NY",424
"951","J.T. Orr","OKC",264
"952","J.T. Orr","ORL",340
"953","J.T. Orr","PHI",586
"954","J.T. Orr","PHO",562
"955","J.T. Orr","POR",590
"956","J.T. Orr","SA",244
"957","J.T. Orr","SAC",650
"958","J.T. Orr","TOR",369
"959","J.T. Orr","UTA",584
"960","J.T. Orr","WAS",374
"961","Jacyn Goble","ATL",155
"962","Jacyn Goble","BKN",215
"963","Jacyn Goble","BOS",161
"964","Jacyn Goble","CHA",118
"965","Jacyn Goble","CHI",113
"966","Jacyn Goble","CLE",88
"967","Jacyn Goble","DAL",67
"968","Jacyn Goble","DEN",147
"969","Jacyn Goble","DET",97
"970","Jacyn Goble","GS",100
"971","Jacyn Goble","HOU",48
"972","Jacyn Goble","IND",72
"973","Jacyn Goble","LAC",44
"974","Jacyn Goble","LAL",85
"975","Jacyn Goble","MEM",176
"976","Jacyn Goble","MIA",161
"977","Jacyn Goble","MIL",93
"978","Jacyn Goble","MIN",88
"979","Jacyn Goble","NO",91
"980","Jacyn Goble","NY",122
"981","Jacyn Goble","OKC",138
"982","Jacyn Goble","ORL",108
"983","Jacyn Goble","PHI",198
"984","Jacyn Goble","PHO",144
"985","Jacyn Goble","POR",39
"986","Jacyn Goble","SA",92
"987","Jacyn Goble","SAC",46
"988","Jacyn Goble","TOR",114
"989","Jacyn Goble","UTA",106
"990","Jacyn Goble","WAS",103
"991","James Capers","ATL",372
"992","James Capers","BKN",408
"993","James Capers","BOS",543
"994","James Capers","CHA",432
"995","James Capers","CHI",512
"996","James Capers","CLE",447
"997","James Capers","DAL",470
"998","James Capers","DEN",452
"999","James Capers","DET",465
"1000","James Capers","GS",627
"1001","James Capers","HOU",557
"1002","James Capers","IND",448
"1003","James Capers","LAC",509
"1004","James Capers","LAL",402
"1005","James Capers","MEM",794
"1006","James Capers","MIA",520
"1007","James Capers","MIL",646
"1008","James Capers","MIN",394
"1009","James Capers","NO",426
"1010","James Capers","NY",483
"1011","James Capers","OKC",641
"1012","James Capers","ORL",476
"1013","James Capers","PHI",523
"1014","James Capers","PHO",489
"1015","James Capers","POR",528
"1016","James Capers","SA",506
"1017","James Capers","SAC",462
"1018","James Capers","TOR",535
"1019","James Capers","UTA",575
"1020","James Capers","WAS",499
"1021","James Williams","ATL",554
"1022","James Williams","BKN",494
"1023","James Williams","BOS",532
"1024","James Williams","CHA",533
"1025","James Williams","CHI",486
"1026","James Williams","CLE",551
"1027","James Williams","DAL",432
"1028","James Williams","DEN",349
"1029","James Williams","DET",428
"1030","James Williams","GS",542
"1031","James Williams","HOU",515
"1032","James Williams","IND",305
"1033","James Williams","LAC",481
"1034","James Williams","LAL",566
"1035","James Williams","MEM",676
"1036","James Williams","MIA",498
"1037","James Williams","MIL",390
"1038","James Williams","MIN",439
"1039","James Williams","NO",544
"1040","James Williams","NY",404
"1041","James Williams","OKC",506
"1042","James Williams","ORL",609
"1043","James Williams","PHI",408
"1044","James Williams","PHO",502
"1045","James Williams","POR",441
"1046","James Williams","SA",467
"1047","James Williams","SAC",366
"1048","James Williams","TOR",591
"1049","James Williams","UTA",418
"1050","James Williams","WAS",479
"1051","Jason Goldenberg","ATL",85
"1052","Jason Goldenberg","BKN",46
"1053","Jason Goldenberg","BOS",27
"1054","Jason Goldenberg","CHA",82
"1055","Jason Goldenberg","CHI",53
"1056","Jason Goldenberg","CLE",84
"1057","Jason Goldenberg","DAL",37
"1058","Jason Goldenberg","DEN",18
"1059","Jason Goldenberg","DET",111
"1060","Jason Goldenberg","GS",44
"1061","Jason Goldenberg","HOU",57
"1062","Jason Goldenberg","IND",45
"1063","Jason Goldenberg","LAC",35
"1064","Jason Goldenberg","LAL",91
"1065","Jason Goldenberg","MEM",40
"1066","Jason Goldenberg","MIA",35
"1067","Jason Goldenberg","MIL",84
"1068","Jason Goldenberg","MIN",94
"1069","Jason Goldenberg","NO",45
"1070","Jason Goldenberg","NY",38
"1071","Jason Goldenberg","OKC",0
"1072","Jason Goldenberg","ORL",163
"1073","Jason Goldenberg","PHI",95
"1074","Jason Goldenberg","PHO",55
"1075","Jason Goldenberg","POR",29
"1076","Jason Goldenberg","SA",25
"1077","Jason Goldenberg","SAC",56
"1078","Jason Goldenberg","TOR",90
"1079","Jason Goldenberg","UTA",26
"1080","Jason Goldenberg","WAS",43
"1081","Jason Phillips","ATL",393
"1082","Jason Phillips","BKN",424
"1083","Jason Phillips","BOS",359
"1084","Jason Phillips","CHA",354
"1085","Jason Phillips","CHI",440
"1086","Jason Phillips","CLE",518
"1087","Jason Phillips","DAL",338
"1088","Jason Phillips","DEN",255
"1089","Jason Phillips","DET",340
"1090","Jason Phillips","GS",552
"1091","Jason Phillips","HOU",492
"1092","Jason Phillips","IND",434
"1093","Jason Phillips","LAC",492
"1094","Jason Phillips","LAL",550
"1095","Jason Phillips","MEM",434
"1096","Jason Phillips","MIA",357
"1097","Jason Phillips","MIL",468
"1098","Jason Phillips","MIN",341
"1099","Jason Phillips","NO",456
"1100","Jason Phillips","NY",312
"1101","Jason Phillips","OKC",552
"1102","Jason Phillips","ORL",384
"1103","Jason Phillips","PHI",382
"1104","Jason Phillips","PHO",428
"1105","Jason Phillips","POR",358
"1106","Jason Phillips","SA",477
"1107","Jason Phillips","SAC",325
"1108","Jason Phillips","TOR",421
"1109","Jason Phillips","UTA",495
"1110","Jason Phillips","WAS",397
"1111","Joe Crawford","ATL",201
"1112","Joe Crawford","BKN",284
"1113","Joe Crawford","BOS",306
"1114","Joe Crawford","CHA",147
"1115","Joe Crawford","CHI",300
"1116","Joe Crawford","CLE",224
"1117","Joe Crawford","DAL",221
"1118","Joe Crawford","DEN",308
"1119","Joe Crawford","DET",315
"1120","Joe Crawford","GS",209
"1121","Joe Crawford","HOU",296
"1122","Joe Crawford","IND",272
"1123","Joe Crawford","LAC",282
"1124","Joe Crawford","LAL",337
"1125","Joe Crawford","MEM",129
"1126","Joe Crawford","MIA",295
"1127","Joe Crawford","MIL",220
"1128","Joe Crawford","MIN",212
"1129","Joe Crawford","NO",194
"1130","Joe Crawford","NY",378
"1131","Joe Crawford","OKC",340
"1132","Joe Crawford","ORL",276
"1133","Joe Crawford","PHI",233
"1134","Joe Crawford","PHO",246
"1135","Joe Crawford","POR",192
"1136","Joe Crawford","SA",252
"1137","Joe Crawford","SAC",190
"1138","Joe Crawford","TOR",177
"1139","Joe Crawford","UTA",224
"1140","Joe Crawford","WAS",276
"1141","Joe DeRosa","ATL",93
"1142","Joe DeRosa","BKN",85
"1143","Joe DeRosa","BOS",16
"1144","Joe DeRosa","CHA",38
"1145","Joe DeRosa","CHI",61
"1146","Joe DeRosa","CLE",14
"1147","Joe DeRosa","DAL",14
"1148","Joe DeRosa","DEN",27
"1149","Joe DeRosa","DET",64
"1150","Joe DeRosa","GS",0
"1151","Joe DeRosa","HOU",0
"1152","Joe DeRosa","IND",81
"1153","Joe DeRosa","LAC",31
"1154","Joe DeRosa","LAL",0
"1155","Joe DeRosa","MEM",77
"1156","Joe DeRosa","MIA",38
"1157","Joe DeRosa","MIL",36
"1158","Joe DeRosa","MIN",49
"1159","Joe DeRosa","NO",30
"1160","Joe DeRosa","NY",57
"1161","Joe DeRosa","OKC",18
"1162","Joe DeRosa","ORL",43
"1163","Joe DeRosa","PHI",37
"1164","Joe DeRosa","PHO",62
"1165","Joe DeRosa","POR",71
"1166","Joe DeRosa","SA",60
"1167","Joe DeRosa","SAC",78
"1168","Joe DeRosa","TOR",56
"1169","Joe DeRosa","UTA",58
"1170","Joe DeRosa","WAS",69
"1171","John Goble","ATL",527
"1172","John Goble","BKN",582
"1173","John Goble","BOS",542
"1174","John Goble","CHA",628
"1175","John Goble","CHI",462
"1176","John Goble","CLE",512
"1177","John Goble","DAL",644
"1178","John Goble","DEN",442
"1179","John Goble","DET",595
"1180","John Goble","GS",612
"1181","John Goble","HOU",640
"1182","John Goble","IND",606
"1183","John Goble","LAC",559
"1184","John Goble","LAL",548
"1185","John Goble","MEM",539
"1186","John Goble","MIA",444
"1187","John Goble","MIL",645
"1188","John Goble","MIN",521
"1189","John Goble","NO",516
"1190","John Goble","NY",470
"1191","John Goble","OKC",667
"1192","John Goble","ORL",521
"1193","John Goble","PHI",568
"1194","John Goble","PHO",503
"1195","John Goble","POR",560
"1196","John Goble","SA",486
"1197","John Goble","SAC",539
"1198","John Goble","TOR",462
"1199","John Goble","UTA",603
"1200","John Goble","WAS",583
"1201","Jonathan Sterling","ATL",97
"1202","Jonathan Sterling","BKN",149
"1203","Jonathan Sterling","BOS",0
"1204","Jonathan Sterling","CHA",0
"1205","Jonathan Sterling","CHI",39
"1206","Jonathan Sterling","CLE",45
"1207","Jonathan Sterling","DAL",62
"1208","Jonathan Sterling","DEN",70
"1209","Jonathan Sterling","DET",39
"1210","Jonathan Sterling","GS",0
"1211","Jonathan Sterling","HOU",0
"1212","Jonathan Sterling","IND",90
"1213","Jonathan Sterling","LAC",50
"1214","Jonathan Sterling","LAL",68
"1215","Jonathan Sterling","MEM",41
"1216","Jonathan Sterling","MIA",24
"1217","Jonathan Sterling","MIL",68
"1218","Jonathan Sterling","MIN",82
"1219","Jonathan Sterling","NO",98
"1220","Jonathan Sterling","NY",67
"1221","Jonathan Sterling","OKC",53
"1222","Jonathan Sterling","ORL",121
"1223","Jonathan Sterling","PHI",53
"1224","Jonathan Sterling","PHO",79
"1225","Jonathan Sterling","POR",11
"1226","Jonathan Sterling","SA",19
"1227","Jonathan Sterling","SAC",0
"1228","Jonathan Sterling","TOR",20
"1229","Jonathan Sterling","UTA",128
"1230","Jonathan Sterling","WAS",90
"1231","Josh Tiven","ATL",580
"1232","Josh Tiven","BKN",493
"1233","Josh Tiven","BOS",506
"1234","Josh Tiven","CHA",454
"1235","Josh Tiven","CHI",490
"1236","Josh Tiven","CLE",535
"1237","Josh Tiven","DAL",549
"1238","Josh Tiven","DEN",526
"1239","Josh Tiven","DET",503
"1240","Josh Tiven","GS",414
"1241","Josh Tiven","HOU",630
"1242","Josh Tiven","IND",612
"1243","Josh Tiven","LAC",548
"1244","Josh Tiven","LAL",562
"1245","Josh Tiven","MEM",472
"1246","Josh Tiven","MIA",647
"1247","Josh Tiven","MIL",466
"1248","Josh Tiven","MIN",526
"1249","Josh Tiven","NO",566
"1250","Josh Tiven","NY",607
"1251","Josh Tiven","OKC",574
"1252","Josh Tiven","ORL",483
"1253","Josh Tiven","PHI",363
"1254","Josh Tiven","PHO",414
"1255","Josh Tiven","POR",437
"1256","Josh Tiven","SA",514
"1257","Josh Tiven","SAC",533
"1258","Josh Tiven","TOR",676
"1259","Josh Tiven","UTA",466
"1260","Josh Tiven","WAS",495
"1261","Justin Van Duyne","ATL",288
"1262","Justin Van Duyne","BKN",357
"1263","Justin Van Duyne","BOS",285
"1264","Justin Van Duyne","CHA",284
"1265","Justin Van Duyne","CHI",354
"1266","Justin Van Duyne","CLE",320
"1267","Justin Van Duyne","DAL",352
"1268","Justin Van Duyne","DEN",373
"1269","Justin Van Duyne","DET",419
"1270","Justin Van Duyne","GS",224
"1271","Justin Van Duyne","HOU",238
"1272","Justin Van Duyne","IND",328
"1273","Justin Van Duyne","LAC",355
"1274","Justin Van Duyne","LAL",315
"1275","Justin Van Duyne","MEM",343
"1276","Justin Van Duyne","MIA",248
"1277","Justin Van Duyne","MIL",342
"1278","Justin Van Duyne","MIN",335
"1279","Justin Van Duyne","NO",290
"1280","Justin Van Duyne","NY",244
"1281","Justin Van Duyne","OKC",391
"1282","Justin Van Duyne","ORL",276
"1283","Justin Van Duyne","PHI",352
"1284","Justin Van Duyne","PHO",520
"1285","Justin Van Duyne","POR",261
"1286","Justin Van Duyne","SA",233
"1287","Justin Van Duyne","SAC",450
"1288","Justin Van Duyne","TOR",191
"1289","Justin Van Duyne","UTA",409
"1290","Justin Van Duyne","WAS",388
"1291","Kane Fitzgerald","ATL",513
"1292","Kane Fitzgerald","BKN",622
"1293","Kane Fitzgerald","BOS",714
"1294","Kane Fitzgerald","CHA",406
"1295","Kane Fitzgerald","CHI",461
"1296","Kane Fitzgerald","CLE",476
"1297","Kane Fitzgerald","DAL",612
"1298","Kane Fitzgerald","DEN",554
"1299","Kane Fitzgerald","DET",434
"1300","Kane Fitzgerald","GS",489
"1301","Kane Fitzgerald","HOU",515
"1302","Kane Fitzgerald","IND",666
"1303","Kane Fitzgerald","LAC",531
"1304","Kane Fitzgerald","LAL",488
"1305","Kane Fitzgerald","MEM",633
"1306","Kane Fitzgerald","MIA",493
"1307","Kane Fitzgerald","MIL",623
"1308","Kane Fitzgerald","MIN",488
"1309","Kane Fitzgerald","NO",503
"1310","Kane Fitzgerald","NY",685
"1311","Kane Fitzgerald","OKC",582
"1312","Kane Fitzgerald","ORL",509
"1313","Kane Fitzgerald","PHI",557
"1314","Kane Fitzgerald","PHO",549
"1315","Kane Fitzgerald","POR",477
"1316","Kane Fitzgerald","SA",407
"1317","Kane Fitzgerald","SAC",608
"1318","Kane Fitzgerald","TOR",507
"1319","Kane Fitzgerald","UTA",595
"1320","Kane Fitzgerald","WAS",622
"1321","Karl Lane","ATL",392
"1322","Karl Lane","BKN",482
"1323","Karl Lane","BOS",383
"1324","Karl Lane","CHA",392
"1325","Karl Lane","CHI",512
"1326","Karl Lane","CLE",498
"1327","Karl Lane","DAL",561
"1328","Karl Lane","DEN",510
"1329","Karl Lane","DET",486
"1330","Karl Lane","GS",559
"1331","Karl Lane","HOU",489
"1332","Karl Lane","IND",465
"1333","Karl Lane","LAC",486
"1334","Karl Lane","LAL",418
"1335","Karl Lane","MEM",457
"1336","Karl Lane","MIA",468
"1337","Karl Lane","MIL",446
"1338","Karl Lane","MIN",398
"1339","Karl Lane","NO",490
"1340","Karl Lane","NY",531
"1341","Karl Lane","OKC",444
"1342","Karl Lane","ORL",460
"1343","Karl Lane","PHI",439
"1344","Karl Lane","PHO",410
"1345","Karl Lane","POR",550
"1346","Karl Lane","SA",497
"1347","Karl Lane","SAC",441
"1348","Karl Lane","TOR",463
"1349","Karl Lane","UTA",331
"1350","Karl Lane","WAS",497
"1351","Ken Mauer","ATL",376
"1352","Ken Mauer","BKN",498
"1353","Ken Mauer","BOS",546
"1354","Ken Mauer","CHA",400
"1355","Ken Mauer","CHI",408
"1356","Ken Mauer","CLE",393
"1357","Ken Mauer","DAL",494
"1358","Ken Mauer","DEN",416
"1359","Ken Mauer","DET",465
"1360","Ken Mauer","GS",617
"1361","Ken Mauer","HOU",588
"1362","Ken Mauer","IND",481
"1363","Ken Mauer","LAC",646
"1364","Ken Mauer","LAL",513
"1365","Ken Mauer","MEM",555
"1366","Ken Mauer","MIA",556
"1367","Ken Mauer","MIL",430
"1368","Ken Mauer","MIN",488
"1369","Ken Mauer","NO",377
"1370","Ken Mauer","NY",457
"1371","Ken Mauer","OKC",619
"1372","Ken Mauer","ORL",465
"1373","Ken Mauer","PHI",374
"1374","Ken Mauer","PHO",564
"1375","Ken Mauer","POR",506
"1376","Ken Mauer","SA",437
"1377","Ken Mauer","SAC",576
"1378","Ken Mauer","TOR",531
"1379","Ken Mauer","UTA",369
"1380","Ken Mauer","WAS",565
"1381","Kevin Cutler","ATL",449
"1382","Kevin Cutler","BKN",463
"1383","Kevin Cutler","BOS",388
"1384","Kevin Cutler","CHA",419
"1385","Kevin Cutler","CHI",312
"1386","Kevin Cutler","CLE",408
"1387","Kevin Cutler","DAL",364
"1388","Kevin Cutler","DEN",618
"1389","Kevin Cutler","DET",418
"1390","Kevin Cutler","GS",598
"1391","Kevin Cutler","HOU",531
"1392","Kevin Cutler","IND",511
"1393","Kevin Cutler","LAC",637
"1394","Kevin Cutler","LAL",564
"1395","Kevin Cutler","MEM",406
"1396","Kevin Cutler","MIA",320
"1397","Kevin Cutler","MIL",535
"1398","Kevin Cutler","MIN",373
"1399","Kevin Cutler","NO",461
"1400","Kevin Cutler","NY",446
"1401","Kevin Cutler","OKC",361
"1402","Kevin Cutler","ORL",400
"1403","Kevin Cutler","PHI",396
"1404","Kevin Cutler","PHO",653
"1405","Kevin Cutler","POR",559
"1406","Kevin Cutler","SA",447
"1407","Kevin Cutler","SAC",620
"1408","Kevin Cutler","TOR",313
"1409","Kevin Cutler","UTA",528
"1410","Kevin Cutler","WAS",408
"1411","Kevin Fehr","ATL",102
"1412","Kevin Fehr","BKN",55
"1413","Kevin Fehr","BOS",44
"1414","Kevin Fehr","CHA",50
"1415","Kevin Fehr","CHI",99
"1416","Kevin Fehr","CLE",85
"1417","Kevin Fehr","DAL",63
"1418","Kevin Fehr","DEN",78
"1419","Kevin Fehr","DET",63
"1420","Kevin Fehr","GS",86
"1421","Kevin Fehr","HOU",60
"1422","Kevin Fehr","IND",27
"1423","Kevin Fehr","LAC",130
"1424","Kevin Fehr","LAL",85
"1425","Kevin Fehr","MEM",69
"1426","Kevin Fehr","MIA",48
"1427","Kevin Fehr","MIL",103
"1428","Kevin Fehr","MIN",61
"1429","Kevin Fehr","NO",64
"1430","Kevin Fehr","NY",49
"1431","Kevin Fehr","OKC",88
"1432","Kevin Fehr","ORL",86
"1433","Kevin Fehr","PHI",19
"1434","Kevin Fehr","PHO",60
"1435","Kevin Fehr","POR",103
"1436","Kevin Fehr","SA",69
"1437","Kevin Fehr","SAC",82
"1438","Kevin Fehr","TOR",133
"1439","Kevin Fehr","UTA",109
"1440","Kevin Fehr","WAS",61
"1441","Kevin Scott","ATL",396
"1442","Kevin Scott","BKN",430
"1443","Kevin Scott","BOS",573
"1444","Kevin Scott","CHA",425
"1445","Kevin Scott","CHI",503
"1446","Kevin Scott","CLE",355
"1447","Kevin Scott","DAL",515
"1448","Kevin Scott","DEN",472
"1449","Kevin Scott","DET",531
"1450","Kevin Scott","GS",449
"1451","Kevin Scott","HOU",498
"1452","Kevin Scott","IND",353
"1453","Kevin Scott","LAC",483
"1454","Kevin Scott","LAL",507
"1455","Kevin Scott","MEM",502
"1456","Kevin Scott","MIA",495
"1457","Kevin Scott","MIL",511
"1458","Kevin Scott","MIN",549
"1459","Kevin Scott","NO",505
"1460","Kevin Scott","NY",526
"1461","Kevin Scott","OKC",434
"1462","Kevin Scott","ORL",456
"1463","Kevin Scott","PHI",425
"1464","Kevin Scott","PHO",398
"1465","Kevin Scott","POR",371
"1466","Kevin Scott","SA",411
"1467","Kevin Scott","SAC",619
"1468","Kevin Scott","TOR",483
"1469","Kevin Scott","UTA",488
"1470","Kevin Scott","WAS",520
"1471","Kipp Kissinger","ATL",0
"1472","Kipp Kissinger","BKN",0
"1473","Kipp Kissinger","BOS",0
"1474","Kipp Kissinger","CHA",0
"1475","Kipp Kissinger","CHI",0
"1476","Kipp Kissinger","CLE",0
"1477","Kipp Kissinger","DAL",0
"1478","Kipp Kissinger","DEN",0
"1479","Kipp Kissinger","DET",0
"1480","Kipp Kissinger","GS",0
"1481","Kipp Kissinger","HOU",0
"1482","Kipp Kissinger","IND",19
"1483","Kipp Kissinger","LAC",0
"1484","Kipp Kissinger","LAL",0
"1485","Kipp Kissinger","MEM",0
"1486","Kipp Kissinger","MIA",0
"1487","Kipp Kissinger","MIL",19
"1488","Kipp Kissinger","MIN",0
"1489","Kipp Kissinger","NO",0
"1490","Kipp Kissinger","NY",0
"1491","Kipp Kissinger","OKC",0
"1492","Kipp Kissinger","ORL",0
"1493","Kipp Kissinger","PHI",18
"1494","Kipp Kissinger","PHO",0
"1495","Kipp Kissinger","POR",0
"1496","Kipp Kissinger","SA",0
"1497","Kipp Kissinger","SAC",0
"1498","Kipp Kissinger","TOR",0
"1499","Kipp Kissinger","UTA",18
"1500","Kipp Kissinger","WAS",0
"1501","Lauren Holtkamp","ATL",228
"1502","Lauren Holtkamp","BKN",324
"1503","Lauren Holtkamp","BOS",297
"1504","Lauren Holtkamp","CHA",327
"1505","Lauren Holtkamp","CHI",250
"1506","Lauren Holtkamp","CLE",339
"1507","Lauren Holtkamp","DAL",223
"1508","Lauren Holtkamp","DEN",321
"1509","Lauren Holtkamp","DET",379
"1510","Lauren Holtkamp","GS",245
"1511","Lauren Holtkamp","HOU",148
"1512","Lauren Holtkamp","IND",317
"1513","Lauren Holtkamp","LAC",223
"1514","Lauren Holtkamp","LAL",232
"1515","Lauren Holtkamp","MEM",180
"1516","Lauren Holtkamp","MIA",345
"1517","Lauren Holtkamp","MIL",402
"1518","Lauren Holtkamp","MIN",312
"1519","Lauren Holtkamp","NO",357
"1520","Lauren Holtkamp","NY",366
"1521","Lauren Holtkamp","OKC",319
"1522","Lauren Holtkamp","ORL",384
"1523","Lauren Holtkamp","PHI",384
"1524","Lauren Holtkamp","PHO",317
"1525","Lauren Holtkamp","POR",196
"1526","Lauren Holtkamp","SA",194
"1527","Lauren Holtkamp","SAC",353
"1528","Lauren Holtkamp","TOR",344
"1529","Lauren Holtkamp","UTA",239
"1530","Lauren Holtkamp","WAS",181
"1531","Leon Wood","ATL",416
"1532","Leon Wood","BKN",493
"1533","Leon Wood","BOS",413
"1534","Leon Wood","CHA",261
"1535","Leon Wood","CHI",379
"1536","Leon Wood","CLE",364
"1537","Leon Wood","DAL",517
"1538","Leon Wood","DEN",536
"1539","Leon Wood","DET",385
"1540","Leon Wood","GS",645
"1541","Leon Wood","HOU",511
"1542","Leon Wood","IND",377
"1543","Leon Wood","LAC",557
"1544","Leon Wood","LAL",522
"1545","Leon Wood","MEM",331
"1546","Leon Wood","MIA",485
"1547","Leon Wood","MIL",466
"1548","Leon Wood","MIN",339
"1549","Leon Wood","NO",429
"1550","Leon Wood","NY",435
"1551","Leon Wood","OKC",599
"1552","Leon Wood","ORL",415
"1553","Leon Wood","PHI",475
"1554","Leon Wood","PHO",517
"1555","Leon Wood","POR",482
"1556","Leon Wood","SA",314
"1557","Leon Wood","SAC",597
"1558","Leon Wood","TOR",490
"1559","Leon Wood","UTA",590
"1560","Leon Wood","WAS",525
"1561","Leroy Richardson","ATL",397
"1562","Leroy Richardson","BKN",544
"1563","Leroy Richardson","BOS",600
"1564","Leroy Richardson","CHA",436
"1565","Leroy Richardson","CHI",469
"1566","Leroy Richardson","CLE",496
"1567","Leroy Richardson","DAL",597
"1568","Leroy Richardson","DEN",492
"1569","Leroy Richardson","DET",507
"1570","Leroy Richardson","GS",399
"1571","Leroy Richardson","HOU",459
"1572","Leroy Richardson","IND",552
"1573","Leroy Richardson","LAC",418
"1574","Leroy Richardson","LAL",429
"1575","Leroy Richardson","MEM",519
"1576","Leroy Richardson","MIA",584
"1577","Leroy Richardson","MIL",503
"1578","Leroy Richardson","MIN",444
"1579","Leroy Richardson","NO",463
"1580","Leroy Richardson","NY",445
"1581","Leroy Richardson","OKC",544
"1582","Leroy Richardson","ORL",546
"1583","Leroy Richardson","PHI",491
"1584","Leroy Richardson","PHO",466
"1585","Leroy Richardson","POR",581
"1586","Leroy Richardson","SA",504
"1587","Leroy Richardson","SAC",491
"1588","Leroy Richardson","TOR",484
"1589","Leroy Richardson","UTA",419
"1590","Leroy Richardson","WAS",441
"1591","Marat Kogut","ATL",404
"1592","Marat Kogut","BKN",453
"1593","Marat Kogut","BOS",647
"1594","Marat Kogut","CHA",429
"1595","Marat Kogut","CHI",465
"1596","Marat Kogut","CLE",449
"1597","Marat Kogut","DAL",397
"1598","Marat Kogut","DEN",413
"1599","Marat Kogut","DET",349
"1600","Marat Kogut","GS",378
"1601","Marat Kogut","HOU",403
"1602","Marat Kogut","IND",593
"1603","Marat Kogut","LAC",366
